FILE	NAME	TYPE	FIELD_TITLE
ma_1.txt	base_e0034	NUM	OP Facility - Other Cost Sharing( MA Base!E0034)
ma_1.txt	base_e0035	NUM	Professional Cost Sharing( MA Base!E0035)
ma_1.txt	base_e0036	NUM	Part B Rx Cost Sharing( MA Base!E0036)
ma_1.txt	base_e0037	NUM	Other Medicare Covered Cost Sharing( MA Base!E0037)
ma_1.txt	base_e0038	NUM	Transportation (Non-Covered) Cost Sharing( MA Base!E0038)
ma_1.txt	base_e0039	NUM	Dental (Non-Covered) Cost Sharing( MA Base!E0039)
ma_1.txt	base_e0040	NUM	Vision (Non-Covered) Cost Sharing( MA Base!E0040)
ma_1.txt	base_e0041	NUM	Hearing (Non-Covered) Cost Sharing( MA Base!E0041)
ma_1.txt	base_e0042	NUM	Suppl. Ben. Chpt 4 Cost Sharing( MA Base!E0042)
ma_1.txt	base_e0043	NUM	Other Non-Covered Cost Sharing( MA Base!E0043)
ma_1.txt	base_e0044	NUM	COB/Subrg. (Outside Claim system) Cost Sharing( MA Base!E0044)
ma_1.txt	base_e0045	NUM	Cost Sharing Total Medical Expenses( MA Base!E0045)
ma_1.txt	base_e0055	NUM	Base Period Summary CMS Revenue Hospice( MA Base!E0055)
ma_1.txt	base_e0056	NUM	Base Period Summary Premium Revenue Hospice( MA Base!E0056)
ma_1.txt	base_e0057	NUM	Base Period Summary Total Revenue Hospice( MA Base!E0057)
ma_1.txt	base_e0059	NUM	Base Period Summary Net Medical Expenses Hospice( MA Base!E0059)
ma_1.txt	base_e0061	NUM	Base Period Summary Member Months Hospice( MA Base!E0061)
ma_1.txt	base_e0064	NUM	Base Period Summary PMPMs: Revenue PMPM Hospice( MA Base!E0064)
ma_1.txt	base_e0065	NUM	Base Period Summary PMPMs: Net Medical PMPM Hospice( MA Base!E0065)
ma_1.txt	base_f0027	CHAR	Inpatient Facility Util Type( MA Base!F0027)
ma_1.txt	base_f0028	CHAR	Skilled Nursing Facility Util Type( MA Base!F0028)
ma_1.txt	base_f0029	CHAR	Home Health Util Type( MA Base!F0029)
ma_1.txt	base_f0030	CHAR	Ambulance Util Type( MA Base!F0030)
ma_1.txt	base_f0031	CHAR	DME/Prosthetics/Diabetes Util Type( MA Base!F0031)
ma_1.txt	base_f0032	CHAR	OP Facility - Emergency Util Type( MA Base!F0032)
ma_1.txt	base_f0033	CHAR	OP Facility - Surgery Util Type( MA Base!F0033)
ma_1.txt	base_f0034	CHAR	OP Facility - Other Util Type( MA Base!F0034)
ma_1.txt	base_f0035	CHAR	Professional Util Type( MA Base!F0035)
ma_1.txt	base_f0036	CHAR	Part B Rx Util Type( MA Base!F0036)
ma_1.txt	base_f0037	CHAR	Other Medicare Covered Util Type( MA Base!F0037)
ma_1.txt	base_f0038	CHAR	Transportation (Non-Covered) Util Type( MA Base!F0038)
ma_1.txt	base_f0039	CHAR	Dental (Non-Covered) Util Type( MA Base!F0039)
ma_1.txt	base_f0040	CHAR	Vision (Non-Covered) Util Type( MA Base!F0040)
ma_1.txt	base_f0041	CHAR	Hearing (Non-Covered) Util Type( MA Base!F0041)
ma_1.txt	base_f0042	CHAR	Suppl. Ben. Chpt 4 Util Type( MA Base!F0042)
ma_1.txt	base_f0043	CHAR	Other Non-Covered Util Type( MA Base!F0043)
ma_1.txt	base_f0055	NUM	Base Period Summary CMS Revenue All Other( MA Base!F0055)
ma_1.txt	base_f0056	NUM	Base Period Summary Premium Revenue All Other( MA Base!F0056)
ma_1.txt	base_f0057	NUM	Base Period Summary Total Revenue All Other( MA Base!F0057)
ma_1.txt	base_f0059	NUM	Base Period Summary Net Medical Expenses All Other( MA Base!F0059)
ma_1.txt	base_f0061	NUM	Base Period Summary Member Months All Other( MA Base!F0061)
ma_1.txt	base_f0064	NUM	Base Period Summary PMPMs: Revenue PMPM All Other( MA Base!F0064)
ma_1.txt	base_f0065	NUM	Base Period Summary PMPMs: Net Medical PMPM All Other( MA Base!F0065)
ma_1.txt	base_g0005	CHAR	Organization Name( MA Base!G0005)
ma_1.txt	base_g0006	CHAR	Plan Name( MA Base!G0006)
ma_1.txt	base_g0007	CHAR	Plan Type( MA Base!G0007)
ma_1.txt	base_g0008	CHAR	MA-PD( MA Base!G0008)
ma_1.txt	base_g0027	NUM	Inpatient Facility Util/1000( MA Base!G0027)
ma_1.txt	base_g0028	NUM	Skilled Nursing Facility Util/1000( MA Base!G0028)
ma_1.txt	base_g0029	NUM	Home Health Util/1000( MA Base!G0029)
ma_1.txt	base_g0030	NUM	Ambulance Util/1000( MA Base!G0030)
ma_1.txt	base_g0031	NUM	DME/Prosthetics/Diabetes Util/1000( MA Base!G0031)
ma_1.txt	base_g0032	NUM	OP Facility - Emergency Util/1000( MA Base!G0032)
ma_1.txt	base_g0033	NUM	OP Facility - Surgery Util/1000( MA Base!G0033)
ma_1.txt	base_g0034	NUM	OP Facility - Other Util/1000( MA Base!G0034)
ma_1.txt	base_g0035	NUM	Professional Util/1000( MA Base!G0035)
ma_1.txt	base_g0036	NUM	Part B Rx Util/1000( MA Base!G0036)
ma_1.txt	base_g0037	NUM	Other Medicare Covered Util/1000( MA Base!G0037)
ma_1.txt	base_g0038	NUM	Transportation (Non-Covered) Util/1000( MA Base!G0038)
ma_1.txt	base_g0039	NUM	Dental (Non-Covered) Util/1000( MA Base!G0039)
ma_1.txt	base_g0040	NUM	Vision (Non-Covered) Util/1000( MA Base!G0040)
ma_1.txt	base_g0041	NUM	Hearing (Non-Covered) Util/1000( MA Base!G0041)
ma_1.txt	base_g0042	NUM	Suppl. Ben. Chpt 4 Util/1000( MA Base!G0042)
ma_1.txt	base_g0043	NUM	Other Non-Covered Util/1000( MA Base!G0043)
ma_1.txt	base_g0055	NUM	Base Period Summary CMS Revenue Total( MA Base!G0055)
ma_1.txt	base_g0056	NUM	Base Period Summary Premium Revenue Total( MA Base!G0056)
ma_1.txt	base_g0057	NUM	Base Period Summary Total Revenue Total( MA Base!G0057)
ma_1.txt	base_g0059	NUM	Base Period Summary Net Medical Expenses Total( MA Base!G0059)
ma_1.txt	base_g0061	NUM	Base Period Summary Member Months Total( MA Base!G0061)
ma_1.txt	base_g0064	NUM	Base Period Summary PMPMs: Revenue PMPM Total( MA Base!G0064)
ma_1.txt	base_g0065	NUM	Base Period Summary PMPMs: Net Medical PMPM Total( MA Base!G0065)
ma_1.txt	base_g0066	NUM	Base Period Summary PMPMs: Non-Benefit PMPM Total( MA Base!G0066)
ma_1.txt	base_g0067	NUM	Base Period Summary PMPMs: Gain/(Loss) Margin PMPM Total( MA Base!G0067)
ma_1.txt	base_h0027	NUM	Inpatient Facility Avg Cost per Unit( MA Base!H0027)
ma_1.txt	base_h0028	NUM	Skilled Nursing Facility Avg Cost per Unit( MA Base!H0028)
ma_1.txt	base_h0029	NUM	Home Health Avg Cost per Unit( MA Base!H0029)
ma_1.txt	base_h0030	NUM	Ambulance Avg Cost per Unit( MA Base!H0030)
ma_1.txt	base_h0031	NUM	DME/Prosthetics/Diabetes Avg Cost per Unit( MA Base!H0031)
ma_1.txt	base_h0032	NUM	OP Facility - Emergency Avg Cost per Unit( MA Base!H0032)
ma_1.txt	base_h0033	NUM	OP Facility - Surgery Avg Cost per Unit( MA Base!H0033)
ma_1.txt	base_h0034	NUM	OP Facility - Other Avg Cost per Unit( MA Base!H0034)
ma_1.txt	base_h0035	NUM	Professional Avg Cost per Unit( MA Base!H0035)
ma_1.txt	base_h0036	NUM	Part B Rx Avg Cost per Unit( MA Base!H0036)
ma_1.txt	base_h0037	NUM	Other Medicare Covered Avg Cost per Unit( MA Base!H0037)
ma_1.txt	base_h0038	NUM	Transportation (Non-Covered) Avg Cost per Unit( MA Base!H0038)
ma_1.txt	base_h0039	NUM	Dental (Non-Covered) Avg Cost per Unit( MA Base!H0039)
ma_1.txt	base_h0040	NUM	Vision (Non-Covered) Avg Cost per Unit( MA Base!H0040)
ma_1.txt	base_h0041	NUM	Hearing (Non-Covered) Avg Cost per Unit( MA Base!H0041)
ma_1.txt	base_h0042	NUM	Suppl. Ben. Chpt 4 Avg Cost per Unit( MA Base!H0042)
ma_1.txt	base_h0043	NUM	Other Non-Covered Avg Cost per Unit( MA Base!H0043)
ma_1.txt	base_i0013	NUM	Total Member Months( MA Base!I0013)
ma_1.txt	base_i0014	NUM	Total Non-ESRD Risk Score( MA Base!I0014)
ma_1.txt	base_i0015	NUM	Total Completion Factor( MA Base!I0015)
ma_1.txt	base_i0027	NUM	Inpatient Facility Allowed PMPM( MA Base!I0027)
ma_1.txt	base_i0028	NUM	Skilled Nursing Facility Allowed PMPM( MA Base!I0028)
ma_1.txt	base_i0029	NUM	Home Health Allowed PMPM( MA Base!I0029)
ma_1.txt	base_i0030	NUM	Ambulance Allowed PMPM( MA Base!I0030)
ma_1.txt	base_i0031	NUM	DME/Prosthetics/Diabetes Allowed PMPM( MA Base!I0031)
ma_1.txt	base_i0032	NUM	OP Facility - Emergency Allowed PMPM( MA Base!I0032)
ma_1.txt	base_i0033	NUM	OP Facility - Surgery Allowed PMPM( MA Base!I0033)
ma_1.txt	base_i0034	NUM	OP Facility - Other Allowed PMPM( MA Base!I0034)
ma_1.txt	base_i0035	NUM	Professional Allowed PMPM( MA Base!I0035)
ma_1.txt	base_i0036	NUM	Part B Rx Allowed PMPM( MA Base!I0036)
ma_1.txt	base_i0037	NUM	Other Medicare Covered Allowed PMPM( MA Base!I0037)
ma_1.txt	base_i0038	NUM	Transportation (Non-Covered) Allowed PMPM( MA Base!I0038)
ma_1.txt	base_i0039	NUM	Dental (Non-Covered) Allowed PMPM( MA Base!I0039)
ma_1.txt	base_i0040	NUM	Vision (Non-Covered) Allowed PMPM( MA Base!I0040)
ma_1.txt	base_i0041	NUM	Hearing (Non-Covered) Allowed PMPM( MA Base!I0041)
ma_1.txt	base_i0042	NUM	Suppl. Ben. Chpt 4 Allowed PMPM( MA Base!I0042)
ma_1.txt	base_i0043	NUM	Other Non-Covered Allowed PMPM( MA Base!I0043)
ma_1.txt	base_i0044	NUM	COB/Subrg. Allowed PMPM( MA Base!I0044)
ma_1.txt	base_i0045	NUM	Total Medical Expenses Allowed PMPM( MA Base!I0045)
ma_1.txt	base_i0047	NUM	Sub-Total Medicare-covered Services Allowed PMPM( MA Base!I0047)
ma_1.txt	base_j0013	NUM	Non-DE# Member Months( MA Base!J0013)
ma_1.txt	base_j0014	NUM	Non-DE# Risk Score( MA Base!J0014)
ma_1.txt	base_j0027	NUM	Inpatient Facility [Util/1000 Trend]( MA Base!J0027)
ma_1.txt	base_j0028	NUM	Skilled Nursing Facility [Util/1000 Trend]( MA Base!J0028)
ma_1.txt	base_j0029	NUM	Home Health [Util/1000 Trend]( MA Base!J0029)
ma_1.txt	base_j0030	NUM	Ambulance [Util/1000 Trend]( MA Base!J0030)
ma_1.txt	base_j0031	NUM	DME/Prosthetics/Diabetes [Util/1000 Trend]( MA Base!J0031)
ma_1.txt	base_j0032	NUM	OP Facility - Emergency [Util/1000 Trend]( MA Base!J0032)
ma_1.txt	base_j0033	NUM	OP Facility - Surgery [Util/1000 Trend]( MA Base!J0033)
ma_1.txt	base_j0034	NUM	OP Facility - Other [Util/1000 Trend]( MA Base!J0034)
ma_1.txt	base_j0035	NUM	Professional [Util/1000 Trend]( MA Base!J0035)
ma_1.txt	base_j0036	NUM	Part B Rx [Util/1000 Trend]( MA Base!J0036)
ma_1.txt	base_j0037	NUM	Other Medicare Covered [Util/1000 Trend]( MA Base!J0037)
ma_1.txt	base_j0038	NUM	Transportation (Non-Covered) [Util/1000 Trend]( MA Base!J0038)
ma_1.txt	base_j0039	NUM	Dental (Non-Covered) [Util/1000 Trend]( MA Base!J0039)
ma_1.txt	base_j0040	NUM	Vision (Non-Covered) [Util/1000 Trend]( MA Base!J0040)
ma_1.txt	base_j0041	NUM	Hearing (Non-Covered) [Util/1000 Trend]( MA Base!J0041)
ma_1.txt	base_j0042	NUM	Suppl. Ben. Chpt 4 [Util/1000 Trend]( MA Base!J0042)
ma_1.txt	base_j0043	NUM	Other Non-Covered [Util/1000 Trend]( MA Base!J0043)
ma_1.txt	base_j0044	NUM	COB/Subrg. [Util/1000 Trend]( MA Base!J0044)
ma_1.txt	base_k0005	CHAR	Enrollee Type( MA Base!K0005)
ma_1.txt	base_k0006	CHAR	MA Region( MA Base!K0006)
ma_1.txt	base_k0007	CHAR	Act. Swap/Equiv. Indicator( MA Base!K0007)
ma_1.txt	base_k0008	CHAR	SNP Indicator( MA Base!K0008)
ma_1.txt	base_k0013	NUM	DE# Member Months( MA Base!K0013)
ma_1.txt	base_k0014	NUM	DE# Risk Score( MA Base!K0014)
ma_1.txt	base_k0027	NUM	Inpatient Facility [Benefit Plan Change]( MA Base!K0027)
ma_1.txt	base_k0028	NUM	Skilled Nursing Facility [Benefit Plan Change]( MA Base!K0028)
ma_1.txt	base_k0029	NUM	Home Health [Benefit Plan Change]( MA Base!K0029)
ma_1.txt	base_k0030	NUM	Ambulance [Benefit Plan Change]( MA Base!K0030)
ma_1.txt	base_k0031	NUM	DME/Prosthetics/Diabetes [Benefit Plan Change]( MA Base!K0031)
ma_1.txt	base_k0032	NUM	OP Facility - Emergency [Benefit Plan Change]( MA Base!K0032)
ma_1.txt	base_k0033	NUM	OP Facility - Surgery [Benefit Plan Change]( MA Base!K0033)
ma_1.txt	base_k0034	NUM	OP Facility - Other [Benefit Plan Change]( MA Base!K0034)
ma_1.txt	base_k0035	NUM	Professional [Benefit Plan Change]( MA Base!K0035)
ma_1.txt	base_k0036	NUM	Part B Rx [Benefit Plan Change]( MA Base!K0036)
ma_1.txt	base_k0037	NUM	Other Medicare Covered [Benefit Plan Change]( MA Base!K0037)
ma_1.txt	base_k0038	NUM	Transportation (Non-Covered) [Benefit Plan Change]( MA Base!K0038)
ma_1.txt	base_k0039	NUM	Dental (Non-Covered) [Benefit Plan Change]( MA Base!K0039)
ma_1.txt	base_k0040	NUM	Vision (Non-Covered) [Benefit Plan Change]( MA Base!K0040)
ma_1.txt	base_k0041	NUM	Hearing (Non-Covered) [Benefit Plan Change]( MA Base!K0041)
ma_1.txt	base_k0042	NUM	Suppl. Ben. Chpt 4 [Benefit Plan Change]( MA Base!K0042)
ma_1.txt	base_k0043	NUM	Other Non-Covered [Benefit Plan Change]( MA Base!K0043)
ma_1.txt	base_k0044	NUM	COB/Subrg. [Benefit Plan Change]( MA Base!K0044)
ma_1.txt	base_k0056	NUM	Non-Benefit Expenses: Sales & Marketing( MA Base!K0056)
ma_1.txt	base_k0057	NUM	Non-Benefit Expenses: Direct Admin( MA Base!K0057)
ma_1.txt	base_k0058	NUM	Non-Benefit Expenses: Indirect Admin( MA Base!K0058)
ma_1.txt	base_k0059	NUM	Non-Benefit Expenses: Net Cost of Private Reinsurance( MA Base!K0059)
ma_1.txt	base_k0060	NUM	Insurer Fees( MA Base!K0060)
ma_1.txt	base_k0062	NUM	Non-Benefit Expenses: Total Non-Benefit Expenses( MA Base!K0062)
ma_1.txt	base_l0027	NUM	Inpatient Facility [Population Change]( MA Base!L0027)
ma_1.txt	base_l0028	NUM	Skilled Nursing Facility [Population Change]( MA Base!L0028)
ma_1.txt	base_l0029	NUM	Home Health [Population Change]( MA Base!L0029)
ma_1.txt	base_l0030	NUM	Ambulance [Population Change]( MA Base!L0030)
ma_1.txt	base_l0031	NUM	DME/Prosthetics/Diabetes [Population Change]( MA Base!L0031)
ma_1.txt	base_l0032	NUM	OP Facility - Emergency [Population Change]( MA Base!L0032)
ma_1.txt	base_l0033	NUM	OP Facility - Surgery [Population Change]( MA Base!L0033)
ma_1.txt	base_l0034	NUM	OP Facility - Other [Population Change]( MA Base!L0034)
ma_1.txt	base_l0035	NUM	Professional [Population Change]( MA Base!L0035)
ma_1.txt	base_l0036	NUM	Part B Rx [Population Change]( MA Base!L0036)
ma_1.txt	base_l0037	NUM	Other Medicare Covered [Population Change]( MA Base!L0037)
ma_1.txt	base_l0038	NUM	Transportation (Non-Covered) [Population Change]( MA Base!L0038)
ma_1.txt	base_l0039	NUM	Dental (Non-Covered) [Population Change]( MA Base!L0039)
ma_1.txt	base_l0040	NUM	Vision (Non-Covered) [Population Change]( MA Base!L0040)
ma_1.txt	base_l0041	NUM	Hearing (Non-Covered) [Population Change]( MA Base!L0041)
ma_1.txt	base_l0042	NUM	Suppl. Ben. Chpt 4 [Population Change]( MA Base!L0042)
ma_1.txt	base_l0043	NUM	Other Non-Covered [Population Change]( MA Base!L0043)
ma_1.txt	base_l0044	NUM	COB/Subrg. [Population Change]( MA Base!L0044)
ma_1.txt	base_m0027	NUM	Inpatient Facility [Other Factor]( MA Base!M0027)
ma_1.txt	base_m0028	NUM	Skilled Nursing Facility [Other Factor]( MA Base!M0028)
ma_1.txt	base_m0029	NUM	Home Health [Other Factor]( MA Base!M0029)
ma_1.txt	base_m0030	NUM	Ambulance [Other Factor]( MA Base!M0030)
ma_1.txt	base_m0031	NUM	DME/Prosthetics/Diabetes [Other Factor]( MA Base!M0031)
ma_1.txt	base_m0032	NUM	OP Facility - Emergency [Other Factor]( MA Base!M0032)
ma_1.txt	base_m0033	NUM	OP Facility - Surgery [Other Factor]( MA Base!M0033)
ma_1.txt	base_m0034	NUM	OP Facility - Other [Other Factor]( MA Base!M0034)
ma_1.txt	base_m0035	NUM	Professional [Other Factor]( MA Base!M0035)
ma_1.txt	base_m0036	NUM	Part B Rx [Other Factor]( MA Base!M0036)
ma_1.txt	base_m0037	NUM	Other Medicare Covered [Other Factor]( MA Base!M0037)
ma_1.txt	base_m0038	NUM	Transportation (Non-Covered) [Other Factor]( MA Base!M0038)
ma_1.txt	base_m0039	NUM	Dental (Non-Covered) [Other Factor]( MA Base!M0039)
ma_1.txt	base_m0040	NUM	Vision (Non-Covered) [Other Factor]( MA Base!M0040)
ma_1.txt	base_m0041	NUM	Hearing (Non-Covered) [Other Factor]( MA Base!M0041)
ma_1.txt	base_m0042	NUM	Suppl. Ben. Chpt 4 [Other Factor]( MA Base!M0042)
ma_1.txt	base_m0043	NUM	Other Non-Covered [Other Factor]( MA Base!M0043)
ma_1.txt	base_m0044	NUM	COB/Subrg. [Other Factor]( MA Base!M0044)
ma_1.txt	base_n0014	CHAR	Contr-Plan-Seg ID - a( MA Base!N0014)
ma_1.txt	base_n0015	CHAR	Contr-Plan-Seg ID - b( MA Base!N0015)
ma_1.txt	base_n0016	CHAR	Contr-Plan-Seg ID - c( MA Base!N0016)
ma_1.txt	base_n0017	CHAR	Contr-Plan-Seg ID - d( MA Base!N0017)
ma_1.txt	base_n0027	NUM	Inpatient Facility [Unit Cost/Provider Payment Change]( MA Base!N0027)
ma_1.txt	base_n0028	NUM	Skilled Nursing Facility [Unit Cost/Provider Payment Change]( MA Base!N0028)
ma_1.txt	base_n0029	NUM	Home Health [Unit Cost/Provider Payment Change]( MA Base!N0029)
ma_1.txt	base_n0030	NUM	Ambulance [Unit Cost/Provider Payment Change]( MA Base!N0030)
ma_1.txt	base_n0031	NUM	DME/Prosthetics/Diabetes [Unit Cost/Provider Payment Change]( MA Base!N0031)
ma_1.txt	base_n0032	NUM	OP Facility - Emergency [Unit Cost/Provider Payment Change]( MA Base!N0032)
ma_1.txt	base_n0033	NUM	OP Facility - Surgery [Unit Cost/Provider Payment Change]( MA Base!N0033)
ma_1.txt	base_n0034	NUM	OP Facility - Other [Unit Cost/Provider Payment Change]( MA Base!N0034)
ma_1.txt	base_n0035	NUM	Professional [Unit Cost/Provider Payment Change]( MA Base!N0035)
ma_1.txt	base_n0036	NUM	Part B Rx [Unit Cost/Provider Payment Change]( MA Base!N0036)
ma_1.txt	base_n0037	NUM	Other Medicare Covered [Unit Cost/Provider Payment Change]( MA Base!N0037)
ma_1.txt	base_n0038	NUM	Transportation (Non-Covered) [Unit Cost/Provider Payment Change]( MA Base!N0038)
ma_1.txt	base_n0039	NUM	Dental (Non-Covered) [Unit Cost/Provider Payment Change]( MA Base!N0039)
ma_1.txt	base_n0040	NUM	Vision (Non-Covered) [Unit Cost/Provider Payment Change]( MA Base!N0040)
ma_1.txt	base_n0041	NUM	Hearing (Non-Covered) [Unit Cost/Provider Payment Change]( MA Base!N0041)
ma_1.txt	base_n0042	NUM	Suppl. Ben. Chpt 4 [Unit Cost/Provider Payment Change]( MA Base!N0042)
ma_1.txt	base_n0043	NUM	Other Non-Covered [Unit Cost/Provider Payment Change]( MA Base!N0043)
ma_1.txt	base_n0044	NUM	COB/Subrg. [Unit Cost/Provider Payment Change]( MA Base!N0044)
ma_1.txt	base_o0005	CHAR	Region Name( MA Base!O0005)
ma_1.txt	base_o0006	CHAR	Region Name Sub Category 1( MA Base!O0006)
ma_1.txt	base_o0007	CHAR	Region Name Sub Category 2( MA Base!O0007)
ma_1.txt	base_o0008	CHAR	SNP Type( MA Base!O0008)
ma_1.txt	base_o0014	NUM	Member Month Percentage - a( MA Base!O0014)
ma_1.txt	base_o0015	NUM	Member Month Percentage - b( MA Base!O0015)
ma_1.txt	base_o0016	NUM	Member Month Percentage - c( MA Base!O0016)
ma_1.txt	base_o0017	NUM	Member Month Percentage - d( MA Base!O0017)
ma_1.txt	base_o0027	NUM	Inpatient Facility [Unit Cost Adj/Other Factor]( MA Base!O0027)
ma_1.txt	base_o0028	NUM	Skilled Nursing Facility [Unit Cost Adj/Other Factor]( MA Base!O0028)
ma_1.txt	base_o0029	NUM	Home Health [Unit Cost Adj/Other Factor]( MA Base!O0029)
ma_1.txt	base_o0030	NUM	Home Health [Unit Cost Adj/Other Factor]( MA Base!O0030)
ma_1.txt	base_o0031	NUM	DME/Prosthetics/Diabetes [Unit Cost Adj/Other Factor]( MA Base!O0031)
ma_1.txt	base_o0032	NUM	OP Facility - Emergency [Unit Cost Adj/Other Factor]( MA Base!O0032)
ma_1.txt	base_o0033	NUM	OP Facility - Surgery [Unit Cost Adj/Other Factor]( MA Base!O0033)
ma_1.txt	base_o0034	NUM	OP Facility - Other [Unit Cost Adj/Other Factor]( MA Base!O0034)
ma_1.txt	base_o0035	NUM	Professional [Unit Cost Adj/Other Factor]( MA Base!O0035)
ma_1.txt	base_o0036	NUM	Part B Rx [Unit Cost Adj/Other Factor]( MA Base!O0036)
ma_1.txt	base_o0037	NUM	Other Medicare Covered [Unit Cost Adj/Other Factor]( MA Base!O0037)
ma_1.txt	base_o0038	NUM	Transportation (Non-Covered) [Unit Cost Adj/Other Factor]( MA Base!O0038)
ma_1.txt	base_o0039	NUM	Dental (Non-Covered) [Unit Cost Adj/Other Factor]( MA Base!O0039)
ma_1.txt	base_o0040	NUM	Vision (Non-Covered) [Unit Cost Adj/Other Factor]( MA Base!O0040)
ma_1.txt	base_o0041	NUM	Hearing (Non-Covered) [Unit Cost Adj/Other Factor]( MA Base!O0041)
