bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_i0036	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0036
H0524_034_0	2012	7	118891.4476	877.65	0.001316033	1.011441215	1.010110124	886.5232	724.04	716.79	162.48	119.15	0	118891.4476	117469.6535	1.011441215	1.011441215	1421.794075	1.011441215		0	877.65	887.6914	1	716.7931	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.06805272	0.136002761	0.224	n/a	n/a	n/a	118891.4476	1	"Oxnard-Thousand Oaks-Ventura, CA"
H0524_035_0	2012	7	77102.58821	856.79	0.001663152	1.056457383	1.054700334	903.6567	762.96	723.39	140.7	103.18	0	77102.58821	76357.54989	1.056457383	1.056457383	745.0383266	1.056457383		0	856.79	905.1621	1	723.3903	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.068491916	0.166462239	0.224	n/a	n/a	n/a	77102.58821	1	"Bakersfield-Delano, CA"
H0524_036_0	2012	7	4681.484385	856.79	0.006718178	0.651638	0.647260179	554.566	479.49	740.8	75.08	55.06	0	4681.484385	4489.44172	0.651638	0.651638	192.0426658	0.651638		0	856.79	558.3169	1	740.7995	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.068491916	0.166462239	0.224	n/a	n/a	n/a	4681.484385	1	"Bakersfield-Delano, CA"
H0524_037_0	2012	8	494406.8743	840.41	0.001381181	0.909173597	0.907917863	763.0233	631.53	695.58	131.49	96.43	0	494406.8743	488885.3358	0.909173597	0.909173597	5521.538422	0.909173597		0	840.41	764.0786	1	695.5805	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	494406.8743	1	"San Diego-Carlsbad-San Marcos, CA"
H0524_038_0	2012	7	137090.1168	853.7506	0.00074748	0.986639393	0.9859019	841.7143	767.24	778.21	74.47	54.61	0	137090.1168	134694.8849	0.986639393	0.986639393	2395.231916	0.986639393		0	853.7506	842.344	1	778.2113	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.06288146	0.159604314	0.224	n/a	n/a	n/a	106231.5478	0.774903037	"Fresno, CA"
H0524_039_0	2012	9	380562.0054	887.17	0.001363154	0.899060921	0.897835363	796.5326	743.01	827.56	53.52	39.25	0	380562.0054	377249.4833	0.899060921	0.899060921	3312.522025	0.899060921		0	887.17	797.6199	1	827.5571	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.051799973	0.110185626	0.224	n/a	n/a	n/a	380562.0054	1	"San Jose-Sunnyvale-Santa Clara, CA"
H0524_040_0	2012	8	44630.19048	920.04	0.000936893	0.954093799	0.953199915	876.982	772.03	809.94	104.95	76.96	0	44630.19048	44022.09283	0.954093799	0.954093799	608.0976442	0.954093799		0	920.04	877.8045	1	809.935	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	44630.19048	1	"Modesto, CA"
H0524_041_0	2012	9	11960.66667	920.04	0.018597547	0.612458697	0.601068467	553.007	445.29	740.83	107.72	78.99	0	11960.66667	11763.12398	0.612458697	0.612458697	197.5426831	0.612458697		0	920.04	563.4865	1	740.8307	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	11960.66667	1	"Modesto, CA"
H0524_042_0	2012	7	79339.03024	848.46	0.001199866	1.002922309	1.001718937	849.9184	759.69	758.39	90.23	66.17	0	79339.03024	78367.42261	1.002922309	1.002922309	971.6076362	1.002922309		0	848.46	850.9395	1	758.3864	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.068062827	0.148163182	0.224	n/a	n/a	n/a	79339.03024	1	"Stockton, CA"
H0524_043_0	2012	8	28490.453	848.46	0.003186778	0.605849871	0.603919162	512.4013	420.59	696.43	91.81	67.33	0	28490.453	28141.55106	0.605849871	0.605849871	348.9019416	0.605849871		0	848.46	514.0394	1	696.4343	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.068062827	0.148163182	0.224	n/a	n/a	n/a	28490.453	1	"Stockton, CA"
H0524_046_0	2012	7	14741.27069	851.4172	0.018061897	0.605831831	0.594889358	506.499	418.72	703.86	87.78	64.37	0	14741.27069	14483.71192	0.605831831	0.605831831	257.5587713	0.605831831		0	851.4172	515.8156	1	703.862	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.062888705	0.158136405	0.224	n/a	n/a	n/a	10880.31472	0.738085267	"Fresno, CA"
H0524_801_0	2012	4	80008.02893	926.0237	0.023716913	1.082369969	1.056699495	978.5288	828.49	784.04	150.04	110.03	0	80008.02893	79479.90512	1.082369969	1.082369969	528.1238103	1.082369969		0	926.0237	1002.3003	1	784.0356	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.063606819	0.151725916	0.224	n/a	n/a	n/a	42487.11031	0.531035583	"Los Angeles-Long Beach-Santa Ana, CA"
H0524_802_0	2012	4	129643.2462	902.5667	0.030769087	0.943172994	0.914152421	825.0836	812.47	888.77	12.61	9.25	0	129643.2462	129037.2154	0.943172994	0.943172994	606.0308181	0.943172994		0	902.5667	851.2766	1	888.7686	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.054874405	0.117380436	0.224	n/a	n/a	n/a	53231.00174	0.410596026	n/a
H0524_803_0	2012	4	64	428.042	0	0.965635424	0.965635424	413.3325	342.6	354.79	70.73	51.87	0	64	64	0.965635424	0.965635424	0	0		0	428.042	413.3325	1	354.7923	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.065661933	0.149667253	0.224	n/a	n/a	n/a	18	0.28125	n/a
H0524_804_0	2012	4	78.0513222	419.0691	0	0.973729925	0.973729925	408.0601	384.58	394.96	23.48	17.22	0	78.0513222	78.0513222	0.973729925	0.973729925	0	0		0	419.0691	408.0601	1	394.9555	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.055580713	0.117405689	0.224	n/a	n/a	n/a	26.0171074	0.333333333	n/a
H0524_805_0	2012	4	1699765.277	919.3714	0.020472574	0.97560887	0.955635645	878.5841	738.75	773.05	139.83	102.54	0	1699765.277	1687674.53	0.97560887	0.97560887	12090.74619	0.97560887		0	919.3714	896.9469	1	773.0457	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.063768246	0.151449043	0.224	n/a	n/a	n/a	850431.6003	0.500322963	"Los Angeles-Long Beach-Santa Ana, CA"
H0524_806_0	2012	4	1945221.069	891.9158	0.019292593	0.933443196	0.915434656	816.4906	780.72	852.84	35.77	26.23	0	1945221.069	1932924.673	0.933443196	0.933443196	12296.39559	0.933443196		0	891.9158	832.5527	1	852.8408	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.057204981	0.122232742	0.224	n/a	n/a	n/a	533324.6846	0.27417176	n/a
H0524_807_0	2012	4	18549.81108	447.7287	0.010677138	0.909772552	0.900058785	402.9822	321.49	357.19	81.49	59.76	0	18549.81108	18373.24062	0.909772552	0.909772552	176.5704605	0.909772552		0	447.7287	407.3313	1	357.1878	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.061693371	0.155053636	0.224	n/a	n/a	n/a	14119.8149	0.761183758	"Los Angeles-Long Beach-Santa Ana, CA"
H0524_808_0	2012	4	2900.907475	421.1639	0.029990308	0.923629527	0.895929592	377.3332	370.92	414.01	6.41	4.7	0	2900.907475	2829.485019	0.923629527	0.923629527	71.42245583	0.923629527		0	421.1639	388.9994	1	414.0057	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.057718051	0.122182509	0.224	n/a	n/a	n/a	871.5730979	0.30044843	n/a
H0524_809_0	2012	4	120682.2878	904.1309	0.027310852	1.133197284	1.1022487	996.5771	850.94	772	145.64	106.8	0	120682.2878	118972.9806	1.133197284	1.133197284	1709.307168	1.133197284		0	904.1309	1024.5587	1	772.0036	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.064755062	0.149776994	0.224	n/a	n/a	n/a	45997.91419	0.381148842	n/a
H0524_810_0	2012	5	156557.9438	891.8019	0.013908932	1.121360005	1.105763085	986.1216	909.66	822.65	76.46	56.07	0	156557.9438	154366.4246	1.121360005	1.121360005	2191.519211	1.121360005		0	891.8019	1000.031	1	822.6536	0.74	0.26	1	4.5		0.733333333	0.52532		N/A		0.47468	0.058260545	0.123759222	0.224	n/a	n/a	n/a	45972.22877	0.29364354	n/a
H0524_811_0	2012	4	510.6623835	433.6963	0.042321127	1.075310677	1.029802318	446.6215	338.86	329.05	107.76	79.02	0	510.6623835	473.0365751	1.075310677	1.075310677	37.62580837	1.075310677		0	433.6963	466.3583	1	329.0534	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.063791572	0.151838464	0.224	n/a	n/a	n/a	255.3311917	0.5	n/a
H0524_812_0	2012	4	1235.812601	424.3867	0	1.052290711	1.052290711	446.5782	409.72	389.36	36.86	27.03	0	1235.812601	1229.411882	1.052290711	1.052290711	6.400718992	1.052290711		0	424.3867	446.5782	1	389.3601	0.74	0.26	1	4.5		0.733333333	0		N/A		1	0.057982689	0.123861091	0.224	n/a	n/a	n/a	390.256611	0.315789474	n/a
H0543_001_0	2012	4	821454.1373	955.32	0.001533181	1.265019845	1.263080341	1206.6459	992.41	785.71	214.24	153.54	0	821454.1373	755857.5759	1.240396687	1.265019845	65596.56145	1.548748139		0	955.32	1208.4988	1	785.7062	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.059843193	0.158469945	0.224	n/a	n/a	n/a	821454.1373	1	"Los Angeles-Long Beach-Santa Ana, CA"
H0543_004_0	2012	3	238398.6758	899.78	0.001439101	1.224421322	1.222659257	1100.1243	920.15	752.58	179.97	128.98	0	238398.6758	229060.4688	1.20513575	1.224421322	9338.207003	1.697484544		0	899.78	1101.7098	1	752.5809	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.070088168	0.142187896	0.224	n/a	n/a	n/a	238398.6758	1	"Santa Ana-Anaheim-Irvine, CA"
H0543_007_0	2012	3	282673.7345	893.8759	0.001320383	1.136466632	1.134966061	1014.5188	851.34	750.1	163.18	116.95	0	282673.7345	265954.0409	1.115231906	1.136466632	16719.69352	1.474239635		0	893.8759	1015.8601	1	750.1017	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	282673.7345	1	"Riverside-San Bernardino-Ontario, CA"
H0543_013_0	2012	4	279879.6982	836.37	0.001554226	1.113976455	1.112245084	930.2484	837.96	753.4	92.29	66.14	0	279879.6982	264010.4714	1.090582086	1.113976455	15869.22682	1.503179928		0	836.37	931.6965	1	753.3951	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	279879.6982	1	"San Diego-Carlsbad-San Marcos, CA"
H0543_019_0	2012	3	37116.20726	848.85	0.001336076	1.106225278	1.104747276	937.7647	807.27	730.73	130.49	93.52	0	37116.20726	33448.7165	1.082433828	1.106225278	3667.490755	1.323211085		0	848.85	939.0193	1	730.7282	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068491916	0.166462239	0.224	n/a	n/a	n/a	37116.20726	1	"Bakersfield-Delano, CA"
H0543_022_0	2012	3	44473.82255	873.4	0.001323954	1.189006268	1.187432078	1037.1032	961.5	809.73	75.6	54.18	0	44473.82255	41167.61304	1.161096554	1.189006268	3306.209517	1.536526977		0	873.4	1038.4781	1	809.7305	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.06805272	0.136002761	0.224	n/a	n/a	n/a	44473.82255	1	"Oxnard-Thousand Oaks-Ventura, CA"
H0543_028_0	2012	3	43798.72148	807.7	0.000619853	1.097961966	1.097281391	886.2742	857.81	781.76	28.46	20.4	0	43798.72148	42704.24556	1.090409933	1.097961966	1094.475916	1.392627094		0	807.7	886.8239	1	781.7594	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.052217709	0.1236552	0.224	n/a	n/a	n/a	43798.72148	1	"San Francisco-San Mateo-Redwood City, CA"
H0543_029_0	2012	4	69146.43668	878.96	0.000824185	1.166511613	1.165550191	1024.472	1022.5	877.27	1.97	1.41	0	69146.43668	65044.14657	1.144684097	1.166511613	4102.290104	1.512599314		0	878.96	1025.317	1	877.2681	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.051799973	0.110185626	0.224	n/a	n/a	n/a	69146.43668	1	"San Jose-Sunnyvale-Santa Clara, CA"
H0543_032_0	2012	3	71465.29604	793.8611	0.000562967	1.146835127	1.146189496	909.9153	865.54	755.15	44.38	31.81	0	71465.29604	68247.44788	1.127110712	1.146835127	3217.848162	1.565170903		0	793.8611	910.4278	1	755.1456	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	47644.7825	0.666684183	"Santa Barbara-Santa Maria-Goleta, CA"
H0543_035_0	2012	3	11970.05232	848.6692	0.001517403	1.105656359	1.103978632	936.9127	883.53	800.31	53.38	38.26	0	11970.05232	11126.25535	1.078105421	1.105656359	843.7969715	1.468941336		0	848.6692	938.3365	1	800.3144	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062854155	0.165148384	0.224	n/a	n/a	n/a	10938.50344	0.913822526	"Fresno, CA"
H0543_036_0	2012	3	129260.155	911.47	0.002877283	1.150723099	1.147412142	1045.8317	984	857.58	61.83	44.31	0	129260.155	120718.4093	1.112535717	1.150723099	8541.745728	1.690416055		0	911.47	1048.8496	1	857.582	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	129260.155	1	"Modesto, CA"
H0543_060_0	2012	3	284132.645	836.37	0.000994294	1.22663238	1.225412747	1024.8985	933.13	761.48	91.77	65.77	0	284132.645	268541.0323	1.201335584	1.22663238	15591.61272	1.66232996		0	836.37	1025.9185	1	761.4822	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	284132.645	1	"San Diego-Carlsbad-San Marcos, CA"
H0543_070_0	2012	3	81417.95591	948.8264	0.001987394	1.175552595	1.173216309	1113.1786	1075.76	916.93	37.42	26.82	0	81417.95591	77003.72938	1.146669415	1.175552595	4414.226525	1.679403617		0	948.8264	1115.3953	1	916.9324	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.053720221	0.116993396	0.224	n/a	n/a	n/a	81417.95591	1	"Oakland-Fremont-Hayward, CA"
H0543_078_0	2012	4	27399.14368	955.32	0.000887989	1.478531158	1.47721824	1411.2161	1342.54	908.83	68.68	49.22	0	27399.14368	1123.399787	1.548081566	1.478531158	26275.74389	1.475557583		0	955.32	1412.4704	1	908.8298	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.059843193	0.158469945	0.224	n/a	n/a	n/a	27399.14368	1	"Los Angeles-Long Beach-Santa Ana, CA"
H0543_079_0	2012	4	10692.89751	899.78	0.000699364	1.497085909	1.496038901	1346.1059	1280.53	855.95	65.58	47	0	10692.89751	683.2561563	1.555420431	1.497085909	10009.64136	1.493104006		0	899.78	1347.048	1	855.947	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.070088168	0.142187896	0.224	n/a	n/a	n/a	10692.89751	1	"Santa Ana-Anaheim-Irvine, CA"
H0543_081_0	2012	4	22722.21457	894.0167	0.000472364	1.39287305	1.392215108	1244.6636	1170.93	841.06	73.73	52.84	0	22722.21457	1881.677169	1.443998947	1.39287305	20840.5374	1.38825693		0	894.0167	1245.2518	1	841.0554	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	22722.21457	1	"Riverside-San Bernardino-Ontario, CA"
H0543_085_0	2012	3	26329.2321	885.94	0.00373869	0.804361861	0.801354602	709.9521	606.72	757.12	103.23	73.98	0	26329.2321	24645.69082	0.771718765	0.804361861	1683.541285	1.28223054		0	885.94	712.6163	1	757.118	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.052217709	0.1236552	0.224	n/a	n/a	n/a	26329.2321	1	"San Francisco-San Mateo-Redwood City, CA"
H0543_086_0	2012	3	30634.27205	776.65	0.002002727	0.829170161	0.827509559	642.6853	653.46	789.67	0	0	13.02	30634.27205	29561.27216	0.809442845	0.829170161	1072.999895	1.372660024		0	776.65	643.975	1	789.6706	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	30634.27205	1	Not in a Metro Area
H0543_089_0	2012	3	158500.1487	840.6794	0.001670779	1.11555747	1.11369362	936.2592	901.33	809.32	34.93	25.03	0	158500.1487	148933.8124	1.085226654	1.11555747	9566.336255	1.587763753		0	840.6794	937.8261	1	809.3159	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062691243	0.123579545	0.224	n/a	n/a	n/a	158500.1487	1	"Sacramento--Arden-Arcade--Roseville, CA"
H0543_121_0	2012	2	38857.81335	867.9182	0.001663909	0.936783815	0.935225091	811.6989	669.35	715.71	142.35	102.02	0	38857.81335	38619.10399	0.936610931	0.936783815	238.7093634	0.964753422		0	867.9182	813.0517	1	715.7101	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067033178	0.146926406	0.224	n/a	n/a	n/a	23614.2631	0.60770952	"San Diego-Carlsbad-San Marcos, CA"
H0543_125_0	2012	3	32373.62144	848.6585	0.002147812	0.864627792	0.862770734	732.1977	647.96	751.02	84.24	60.37	0	32373.62144	29767.8034	0.838023568	0.864627792	2605.81804	1.168543609		0	848.6585	733.7737	1	751.0222	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.06285536	0.16490332	0.224	n/a	n/a	n/a	29385.09638	0.907686415	"Fresno, CA"
H0543_138_0	2012	4	208068.7908	899.78	0.002410945	1.083978469	1.081365056	972.9907	777.18	718.7	195.81	140.33	0	208068.7908	200888.8389	1.071635059	1.083978469	7179.951874	1.429336386		0	899.78	975.3421	1	718.7027	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.070088168	0.142187896	0.224	n/a	n/a	n/a	208068.7908	1	"Santa Ana-Anaheim-Irvine, CA"
H0543_140_0	2012	3	38135.97178	823.5309	0.003113891	0.790191868	0.787731296	648.721	583.03	740.14	65.69	47.08	0	38135.97178	35645.2311	0.761804127	0.790191868	2490.740679	1.196451574		0	823.5309	650.7474	1	740.1382	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062943493	0.127464483	0.224	n/a	n/a	n/a	14945.85858	0.391909735	n/a
H0543_142_0	2012	3	13802.92555	751.62	0.002383036	0.768400956	0.766569829	576.1692	504.35	657.93	71.82	51.47	0	13802.92555	12646.14628	0.752516296	0.768400956	1156.779272	0.942055292		0	751.62	577.5455	1	657.9309	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	13802.92555	1	"El Centro, CA"
H0543_144_0	2012	4	271398.4277	894.3833	0.001901048	1.136466632	1.134306155	1014.5045	822.78	725.36	191.72	137.4	0	271398.4277	255345.6503	1.115231906	1.136466632	16052.77739	1.474239635		0	894.3833	1016.4368	1	725.3597	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	271398.4277	1	"Riverside-San Bernardino-Ontario, CA"
H0543_145_0	2012	3	68563.60172	836.37	0.001901048	1.22663238	1.224300494	1023.9682	906.02	740.03	117.95	84.53	0	68563.60172	64801.21418	1.201335584	1.22663238	3762.387545	1.66232996		0	836.37	1025.9185	1	740.0307	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	68563.60172	1	"San Diego-Carlsbad-San Marcos, CA"
H0543_146_0	2012	3	4762.852661	838.0697	0.001901048	1.150723099	1.148535519	962.5528	840.71	731.98	121.84	87.32	0	4762.852661	4448.114709	1.112535717	1.150723099	314.7379512	1.690416055		0	838.0697	964.3861	1	731.9843	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062691243	0.123579545	0.224	n/a	n/a	n/a	4762.852661	1	"Sacramento--Arden-Arcade--Roseville, CA"
H0543_147_0	2012	4	4762.852661	911.47	0.001901048	1.150723099	1.148535519	1046.8557	910.02	792.33	136.84	98.07	0	4762.852661	4448.114709	1.112535717	1.150723099	314.7379512	1.690416055		0	911.47	1048.8496	1	792.3307	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	4762.852661	1	"Modesto, CA"
H0543_148_0	2012	3	2342.679719	844.98	0.001901048	1.150723099	1.148535519	970.4895	848.73	738.97	121.76	87.26	0	2342.679719	2187.87119	1.112535717	1.150723099	154.8085292	1.690416055		0	844.98	972.338	1	738.9671	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	2342.679719	1	"Santa Rosa-Petaluma, CA"
H0543_149_0	2012	3	2342.679719	844.98	0.001901048	1.150723099	1.148535519	970.4895	924.1	804.59	46.39	33.25	0	2342.679719	2187.87119	1.112535717	1.150723099	154.8085292	1.690416055		0	844.98	972.338	1	804.5898	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	2342.679719	1	"Santa Rosa-Petaluma, CA"
H0543_150_0	2012	3	4762.852661	849.72	0.001901048	1.150723099	1.148535519	975.9336	852.28	742.06	123.65	88.62	0	4762.852661	4448.114709	1.112535717	1.150723099	314.7379512	1.690416055		0	849.72	977.7924	1	742.058	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062691243	0.123579545	0.224	n/a	n/a	n/a	4762.852661	1	"Sacramento--Arden-Arcade--Roseville, CA"
H0543_802_0	2012	3	105556.5508	894.6491	0.002214094	0.993405034	0.991205542	886.7811	887.8	895.68	0	0	1.03	105556.5508	104988.5097	0.989327578	0.993405034	568.0411606	1.747022969		0	894.6491	888.7489	1	895.677	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.064571978	0.144450159	0.224	n/a	n/a	n/a	28352.41121	0.268599258	n/a
H0543_805_0	2012	3	323927.5088	889.9528	0.001947906	1.07888766	1.076786088	958.2888	913.99	848.81	44.3	31.75	0	323927.5088	321843.7833	1.074780192	1.07888766	2083.725533	1.713310552		0	889.9528	960.1591	1	848.813	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.06280989	0.14145467	0.224	n/a	n/a	n/a	83540.81736	0.257899731	n/a
H0543_806_0	2012	3	56173.41228	917.8747	0.004519108	1.052352729	1.047597034	961.5628	889.72	849.3	71.84	51.49	0	56173.41228	55846.22907	1.048988774	1.052352729	327.1832093	1.626539234		0	917.8747	965.928	1	849.296	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062203998	0.148151004	0.224	n/a	n/a	n/a	29123.90168	0.518464172	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_002_0	2012	9	294579.4944	942.4467	0.005274225	1.110350988	1.104494747	1040.9274	711.46	644.15	329.47	236.12	0	294579.4944	254733	1.086912496	1.110350988	39846.49439	1.260189949		0	942.4467	1046.4466	1	644.1497	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.061897057	0.154995437	0.224	n/a	n/a	n/a	226300.359	0.768214907	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_003_0	2012	7	4646.60962	947.2506	0.001948113	1.385376878	1.382678008	1309.7426	1051.91	760.78	257.83	184.78	0	4646.60962	357	1.346284862	1.385376878	4289.60962	1.388630286		0	947.2506	1312.2991	1	760.7773	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.061111323	0.156311312	0.224	n/a	n/a	n/a	3971.507313	0.854710776	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_004_0	2012	8	88940.19149	944.434	0.007252465	1.754131312	1.741409535	1644.6463	1067.65	613.1	577	413.52	0	88940.19149	72745	1.701469488	1.754131312	16195.19149	1.990675868		0	944.434	1656.6612	1	613.0953	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.061569132	0.155542633	0.224	n/a	n/a	n/a	71507.62802	0.803996785	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_005_0	2012	6	14489.19685	936.5159	0.002091139	2.558272186	2.552922483	2390.8524	1708.63	669.28	682.22	488.92	0	14489.19685	10411	2.461487619	2.558272186	4078.196845	2.80534808		0	936.5159	2395.8625	1	669.2839	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062900687	0.153338125	0.224	n/a	n/a	n/a	9583.602472	0.661430897	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_007_0	2012	7	9117.788892	939.2047	0.012421053	0.675173782	0.666787413	626.2499	394.99	592.38	231.26	165.74	0	9117.788892	8953	0.672757474	0.675173782	164.7888919	0.806452125		0	939.2047	634.1264	1	592.3777	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.062440958	0.154094047	0.224	n/a	n/a	n/a	6472.197694	0.709842898	"Los Angeles-Long Beach-Santa Ana, CA"
H0544_008_0	2012	8	15405.67082	890.01	0.006498403	0.969531918	0.96323151	857.2857	635.4	659.65	221.89	159.02	0	15405.67082	14021	0.960382093	0.969531918	1384.670818	1.062181887		0	890.01	862.8931	1	659.6545	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	15405.67082	1	"Riverside-San Bernardino-Ontario, CA"
H0544_010_0	2012	8	14808.36994	890.01	0.004437971	1.853692657	1.845466024	1642.4832	1101.39	596.81	541.09	387.78	0	14808.36994	13533	1.828233057	1.853692657	1275.369936	2.123845471		0	890.01	1649.805	1	596.8086	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	14808.36994	1	"Riverside-San Bernardino-Ontario, CA"
H0544_012_0	2012	6	27117.63408	878.96	0.004838899	1.087633516	1.082370567	951.3604	748.84	691.85	202.52	145.14	0	27117.63408	26012	1.081020905	1.087633516	1105.634079	1.243206888		0	878.96	955.9864	1	691.8518	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.051799973	0.110185626	0.224	n/a	n/a	n/a	27117.63408	1	"San Jose-Sunnyvale-Santa Clara, CA"
