"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H0088","001","Local CCP","Local PPO","Yes","WELLCARE HEALTH INSURANCE OF NEW YORK, INC.","WellCare","WellCare Premier (PPO)","WellCare Health Plans, Inc.",01/01/2018 0:00:00,"80"
"H0104","012","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Complete (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"31909"
"H0104","014","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Complete (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"29851"
"H0104","015","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Premier (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"6363"
"H0104","801","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 801 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"*"
"H0104","802","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 802 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"22739"
"H0104","804","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 804 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"*"
"H0105","001","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",03/01/2008 0:00:00,"97"
"H0105","002","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",03/01/2008 0:00:00,"*"
"H0107","003","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of Montana","Blue Cross Medicare Advantage Classic (PPO)","Health Care Service Corporation",01/01/2014 0:00:00,"13525"
"H0107","004","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of Montana","Blue Cross Medicare Advantage Optimum (PPO)","Health Care Service Corporation",01/01/2014 0:00:00,"3851"
"H0107","801","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of Montana","Blue Cross Medicare Advantage Employer Ideal (PPO)","Health Care Service Corporation",01/01/2014 0:00:00,"1004"
"H0107","802","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of Montana","Blue Cross Medicare Advantage Employer Expanded (PPO)","Health Care Service Corporation",01/01/2014 0:00:00,"*"
"H0107","803","Local CCP","Local PPO","No","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of Montana","Blue Cross Medicare Advantage (PPO)","Health Care Service Corporation",01/01/2014 0:00:00,"*"
"H0111","001","Local CCP","Local PPO","Yes","WELLCARE OF GEORGIA, INC.","WellCare","WellCare Premier (PPO)","WellCare Health Plans, Inc.",01/01/2018 0:00:00,"865"
"H0111","002","Local CCP","Local PPO","Yes","WELLCARE OF GEORGIA, INC.","WellCare","WellCare Prime (PPO)","WellCare Health Plans, Inc.",01/01/2018 0:00:00,"1479"
"H0112","001","National PACE","National PACE","Yes","MORSE LIFE HOME CARE, INC.","Palm Beach PACE","Palm Beach PACE (PACE)","Morse Life Home Care, Inc.",11/01/2013 0:00:00,"456"
"H0112","002","National PACE","National PACE","Yes","MORSE LIFE HOME CARE, INC.","Palm Beach PACE","Palm Beach PACE (PACE)","Morse Life Home Care, Inc.",11/01/2013 0:00:00,"*"
"H0137","001","Demo","Medicare-Medicaid Plan HMO","Yes","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance (Medicare-Medicaid Plan)","Commonwealth Care Alliance, Inc.",10/01/2013 0:00:00,"19542"
"H0148","001","Demo","Medicare-Medicaid Plan HMO","Yes","CARE1ST HEALTH PLAN","Blue Shield of California Promise Health Plan","Care1st Cal MediConnect Plan (Medicare-Medicaid Plan)","California Physicians' Service",04/01/2014 0:00:00,"2243"
"H0148","002","Demo","Medicare-Medicaid Plan HMO","Yes","CARE1ST HEALTH PLAN","Blue Shield of California Promise Health Plan","Care1st Cal MediConnect Plan (Medicare-Medicaid Plan)","California Physicians' Service",04/01/2014 0:00:00,"2994"
"H0150","007","Local CCP","HMO","Yes","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY","Cigna-HealthSpring","Cigna-HealthSpring TotalCare (HMO SNP)","CIGNA",03/01/1994 0:00:00,"18076"
"H0150","012","Local CCP","HMO","No","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY","Cigna-HealthSpring","Cigna-HealthSpring Advantage (HMO)","CIGNA",03/01/1994 0:00:00,"463"
"H0150","024","Local CCP","HMO","Yes","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY","Cigna-HealthSpring","Cigna-HealthSpring Preferred (HMO)","CIGNA",03/01/1994 0:00:00,"26402"
"H0150","804","Local CCP","HMO","Yes","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY","Cigna-HealthSpring","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA",03/01/1994 0:00:00,"*"
"H0154","008","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Select (HMO)","UAB Health System",05/01/1998 0:00:00,"506"
"H0154","011","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Premier (HMO)","UAB Health System",05/01/1998 0:00:00,"2806"
"H0154","012","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Extra Value (HMO SNP)","UAB Health System",05/01/1998 0:00:00,"18255"
"H0154","014","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Me (HMO)","UAB Health System",05/01/1998 0:00:00,"4181"
"H0154","015","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Plus (HMO)","UAB Health System",05/01/1998 0:00:00,"22356"
"H0154","801","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Group Plan with Rx (CY) (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0154","802","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Group Plan (no Rx) (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0154","803","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare","VIVA Medicare Plus Group Plan with Rx (not CY) (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0169","001","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"4145"
"H0169","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"7763"
"H0169","003","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF THE MIDWEST, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"4306"
"H0174","001","Local CCP","HMO","Yes","WELLCARE OF TEXAS, INC.","WellCare","TexanPlus Star (HMO SNP)","WellCare Health Plans, Inc.",01/01/2016 0:00:00,"826"
"H0192","001","Demo","Medicare-Medicaid Plan HMO","Yes","AMERIHEALTH MICHIGAN, INC.","AmeriHealth Caritas VIP Care Plus","AmeriHealth Caritas VIP Care Plus (Medicare-Medicaid Plan)","Independence Health Group, Inc.",05/01/2015 0:00:00,"2945"
"H0216","001","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways Iowa","PACE Iowa (PACE)","Immanuel",01/01/2012 0:00:00,"310"
"H0216","002","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways Iowa","PACE Iowa (PACE)","Immanuel",01/01/2012 0:00:00,"*"
"H0251","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2007 0:00:00,"58985"
"H0251","004","Local CCP","HMO","Yes","UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete ONE (HMO SNP)","UnitedHealth Group, Inc.",01/01/2007 0:00:00,"1706"
"H0281","001","Demo","Medicare-Medicaid Plan HMO","Yes","ILLINICARE HEALTH PLAN","IlliniCare Health","IlliniCare Health - MMAI (Medicare-Medicaid Plan)","Centene Corporation",02/01/2014 0:00:00,"7647"
"H0294","002","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","UnitedHealthcare","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"2512"
"H0294","004","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","UnitedHealthcare","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"6932"
"H0294","010","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","UnitedHealthcare","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"239"
"H0294","011","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","UnitedHealthcare","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"747"
"H0294","012","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","UnitedHealthcare","Care Improvement Plus Medicare Advantage Premier (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"1526"
"H0302","001","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","Blue Medicare Advantage Plus (HMO)","Veritage, LLC",08/01/1999 0:00:00,"19615"
"H0302","006","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","Blue Medicare Advantage Classic (HMO)","Veritage, LLC",08/01/1999 0:00:00,"23306"
"H0302","008","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","Blue Medicare Advantage Classic (HMO)","Veritage, LLC",08/01/1999 0:00:00,"10474"
"H0302","801","Local CCP","HMO","No","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","Blue Medicare Advantage Employer Plan (HMO)","Veritage, LLC",08/01/1999 0:00:00,"*"
"H0321","002","Local CCP","HMO","Yes","ARIZONA PHYSICIANS IPA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",09/01/2005 0:00:00,"51103"
"H0321","004","Local CCP","HMO","Yes","ARIZONA PHYSICIANS IPA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete ONE (HMO SNP)","UnitedHealth Group, Inc.",09/01/2005 0:00:00,"3197"
"H0332","001","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"1885"
"H0332","002","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"23288"
"H0332","003","Local CCP","HMOPOS","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential+Choice (HMO-POS)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"925"
"H0332","004","Local CCP","HMOPOS","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx+Choice (HMO-POS)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"1513"
"H0332","801","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","803","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","804","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","805","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","806","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"1553"
"H0332","807","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"56"
"H0332","808","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","809","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx+Choice Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","810","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"55"
"H0332","811","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"4370"
"H0332","812","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","813","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage RX Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0332","814","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",01/01/2008 0:00:00,"*"
"H0336","001","Demo","Medicare-Medicaid Plan HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana","Humana Gold Plus Integrated H0336-001 (Medicare-Medicaid Plan)","Humana Inc.",02/01/2014 0:00:00,"7870"
"H0351","030","Local CCP","HMO","No","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Complement (HMO)","Centene Corporation",03/01/1992 0:00:00,"426"
"H0351","038","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CHF/Diabetes Medicare (HMO SNP)","Centene Corporation",03/01/1992 0:00:00,"1958"
"H0351","041","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Select (HMO)","Centene Corporation",03/01/1992 0:00:00,"545"
"H0351","042","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Cardio Medicare (HMO SNP)","Centene Corporation",03/01/1992 0:00:00,"323"
"H0351","043","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Premier (HMO)","Centene Corporation",03/01/1992 0:00:00,"2078"
"H0351","044","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare (HMO)","Centene Corporation",03/01/1992 0:00:00,"5925"
"H0351","049","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell Medicare Essentials II (HMO)","Centene Corporation",03/01/1992 0:00:00,"5286"
"H0351","801","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation",03/01/1992 0:00:00,"25"
"H0351","803","Local CCP","HMO","No","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation",03/01/1992 0:00:00,"*"
"H0351","804","Local CCP","HMO","Yes","HEALTH NET OF ARIZONA, INC.","Allwell","Allwell CoCare (HMO)","Centene Corporation",03/01/1992 0:00:00,"*"
"H0354","001","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred (HMO)","CIGNA",12/01/1992 0:00:00,"34993"
"H0354","024","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred (HMO)","CIGNA",12/01/1992 0:00:00,"2207"
"H0354","027","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Achieve Plus (HMO SNP)","CIGNA",12/01/1992 0:00:00,"5072"
"H0354","804","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA",12/01/1992 0:00:00,"646"
"H0354","805","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF ARIZONA, INC.","Cigna","Cigna-HealthSpring Preferred Rx FY (HMO)","CIGNA",12/01/1992 0:00:00,"71"
"H0390","001","National PACE","National PACE","Yes","PACE OF SOUTHWEST MICHIGAN, INC.","PACE of Southwest Michigan","PACE of Southwest Michigan - Dual (PACE)","PACE of Southwest Michigan, Inc.",08/01/2012 0:00:00,"188"
"H0390","002","National PACE","National PACE","Yes","PACE OF SOUTHWEST MICHIGAN, INC.","PACE of Southwest Michigan","PACE of Southwest Michigan - Medicare Only (PACE)","PACE of Southwest Michigan, Inc.",08/01/2012 0:00:00,"*"
"H0423","001","Local CCP","HMO","Yes","METROPLUS HEALTH PLAN, INC.","MetroPlus Health Plan","MetroPlus Advantage Plan (HMO SNP)","New York City Health and Hospitals Corporation",01/01/2008 0:00:00,"7476"
"H0423","004","Local CCP","HMO","Yes","METROPLUS HEALTH PLAN, INC.","MetroPlus Health Plan","MetroPlus Platinum (HMO)","New York City Health and Hospitals Corporation",01/01/2008 0:00:00,"408"
"H0432","001","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"376"
"H0432","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"197"
"H0432","003","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"1296"
"H0432","004","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"390"
"H0432","005","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"374"
"H0432","006","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"93"
"H0432","007","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"896"
"H0432","008","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"215"
"H0432","009","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2018 0:00:00,"4581"
"H0439","002","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna-HealthSpring","Cigna-HealthSpring TotalCare (HMO SNP)","CIGNA",01/01/2014 0:00:00,"4647"
"H0439","003","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred (HMO)","CIGNA",01/01/2014 0:00:00,"18854"
"H0439","801","Local CCP","HMO","Yes","CIGNA HEALTHCARE OF GEORGIA, INC.","Cigna-HealthSpring","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA",01/01/2014 0:00:00,"114"
"H0477","001","National PACE","National PACE","Yes","SERENITY CARE, INC.","Serenity Care PACE","Serenity PACE Dual (PACE)","Serenity Care, Inc.",05/01/2014 0:00:00,"379"
"H0477","002","National PACE","National PACE","Yes","SERENITY CARE, INC.","Serenity Care PACE","Serenity PACE Medicare only (PACE)","Serenity Care, Inc.",05/01/2014 0:00:00,"*"
"H0480","001","Demo","Medicare-Medicaid Plan HMO","Yes","MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","MeridianComplete","MeridianComplete (Medicare-Medicaid Plan)","WellCare Health Plans, Inc.",03/01/2015 0:00:00,"5425"
"H0490","004","Local CCP","HMO","Yes","MOLINA HEALTHCARE OF OHIO, INC.","Molina Healthcare of Ohio","Molina Medicare Options Plus (HMO SNP)","Molina Healthcare, Inc.,",01/01/2009 0:00:00,"280"
"H0502","999","1876 Cost","1876 Cost","No","THE CONTRA COSTA HEALTH PLAN","Contra Costa Health Plan",,"Contra Costa Health Services",07/01/1977 0:00:00,"418"
"H0504","015","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service",05/01/1996 0:00:00,"40887"
"H0504","017","Local CCP","HMO","Yes","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","Blue Shield 65 Plus (HMO)","California Physicians' Service",05/01/1996 0:00:00,"4315"
