"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US12089","Nassau County, Florida","30454","515","4.6","1.0","4.1","0.8","7.2","1.1","10.4","1.3","12.1","1.5","19.0","1.6","13.6","1.4","18.0","1.5","5.5","1.0","5.3","1.0","64294","2019","83931","3546","37.0","(X)","(X)","(X)","(X)","(X)","22165","671","2.9","0.8","2.8","0.8","5.4","1.2","7.9","1.3","13.0","1.8","19.0","1.7","14.3","1.7","21.4","1.9","6.8","1.3","6.5","1.3","73314","3674","94381","4755","(X)","(X)","37.5","(X)","(X)","(X)","17296","731","1.6","0.8","0.8","0.4","4.2","1.4","6.4","1.6","10.9","1.5","19.0","1.8","15.6","2.0","25.0","2.3","8.5","1.6","8.1","1.6","85796","3416","107112","5884","(X)","(X)","(X)","(X)","(X)","(X)","8289","575","11.1","3.0","8.1","2.3","12.2","2.6","16.6","3.1","14.1","3.1","17.5","3.1","10.4","2.3","6.6","1.6","1.2","0.9","2.1","0.9","36496","2946","50798","3540","(X)","(X)","(X)","(X)","35.2","(X)"
"0500000US12091","Okaloosa County, Florida","76574","841","5.1","0.6","3.7","0.6","9.4","0.8","9.5","0.7","13.4","0.9","20.1","1.0","14.5","1.0","15.3","0.9","4.7","0.5","4.4","0.5","59955","1565","76427","1726","35.7","(X)","(X)","(X)","(X)","(X)","50053","836","3.5","0.7","1.8","0.5","6.5","0.7","6.7","0.7","13.2","1.1","21.1","1.4","16.8","1.3","18.3","1.3","6.1","0.7","5.9","0.6","71292","2290","87913","2157","(X)","(X)","33.8","(X)","(X)","(X)","38675","878","1.2","0.4","0.8","0.3","4.3","0.7","4.9","0.8","10.7","1.0","22.5","1.6","18.5","1.6","22.1","1.5","7.7","0.9","7.2","0.8","82595","2595","99683","2474","(X)","(X)","(X)","(X)","(X)","(X)","26521","975","9.6","1.4","7.5","1.4","15.0","1.7","14.8","1.5","15.3","1.5","17.6","1.8","9.7","1.3","7.8","1.1","1.6","0.5","1.2","0.5","37702","2088","51432","2648","(X)","(X)","(X)","(X)","37.7","(X)"
"0500000US12093","Okeechobee County, Florida","13333","431","9.3","1.8","6.2","1.5","14.3","2.0","13.5","1.7","20.0","2.4","17.2","1.9","10.0","1.5","6.9","1.4","1.3","0.5","1.5","0.6","39059","1686","51223","2736","28.8","(X)","(X)","(X)","(X)","(X)","9067","447","6.8","1.8","2.8","1.1","10.4","1.9","14.2","1.8","22.1","3.1","20.7","2.6","10.9","1.8","8.4","1.9","1.7","0.7","1.9","0.8","45713","1740","58375","3910","(X)","(X)","27.6","(X)","(X)","(X)","6517","411","3.5","1.4","1.2","0.8","8.0","2.3","13.9","2.4","21.7","3.5","22.7","3.1","13.6","2.4","10.6","2.7","2.3","1.0","2.6","1.1","51957","3823","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4266","335","16.9","4.7","13.3","3.5","25.8","4.0","11.0","3.1","14.2","3.2","9.5","2.5","6.4","2.6","2.1","0.9","0.3","0.4","0.4","0.4","22333","2031","32373","2817","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US12095","Orange County, Florida","451960","2656","7.1","0.3","4.6","0.3","10.5","0.4","11.1","0.4","15.0","0.4","19.2","0.5","10.9","0.4","11.6","0.4","4.9","0.3","5.1","0.2","51586","483","74050","812","36.3","(X)","(X)","(X)","(X)","(X)","294557","3038","4.8","0.3","3.3","0.3","8.8","0.5","10.1","0.5","14.3","0.5","19.6","0.6","12.0","0.5","14.0","0.5","6.3","0.4","6.7","0.3","60123","787","85484","1128","(X)","(X)","36.4","(X)","(X)","(X)","200882","3174","2.1","0.3","1.8","0.3","5.3","0.4","7.2","0.6","12.8","0.6","20.5","0.8","14.4","0.7","18.1","0.7","8.7","0.5","9.1","0.5","75509","1213","103305","1563","(X)","(X)","(X)","(X)","(X)","(X)","157403","2769","12.7","0.7","8.1","0.5","14.7","0.7","13.6","0.7","16.2","0.7","17.4","0.7","7.5","0.5","6.1","0.5","1.9","0.2","1.7","0.3","35658","681","49056","1081","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US12097","Osceola County, Florida","96250","1264","7.1","0.8","4.8","0.6","11.6","1.0","12.1","0.9","16.8","1.0","20.1","1.1","12.1","1.0","10.8","0.9","2.5","0.4","2.0","0.3","47343","1259","60676","1389","47.8","(X)","(X)","(X)","(X)","(X)","72448","1360","5.4","0.8","3.7","0.6","10.2","1.2","12.2","1.1","16.7","1.2","21.3","1.3","13.5","1.2","12.0","1.0","2.8","0.5","2.1","0.3","51905","1783","64536","1798","(X)","(X)","48.0","(X)","(X)","(X)","50293","1458","2.6","0.6","2.9","0.7","7.2","1.1","9.9","1.2","16.4","1.5","23.0","1.7","16.4","1.5","15.4","1.4","3.5","0.6","2.6","0.4","61515","1916","73305","2212","(X)","(X)","(X)","(X)","(X)","(X)","23802","1117","14.6","2.0","9.3","1.5","17.1","1.8","13.0","1.8","17.6","2.0","15.2","1.9","6.4","1.4","4.9","1.1","0.9","0.4","1.0","0.4","31630","1903","41786","2244","(X)","(X)","(X)","(X)","43.4","(X)"
"0500000US12099","Palm Beach County, Florida","543591","2844","6.0","0.2","4.3","0.2","10.3","0.3","10.1","0.3","13.3","0.3","17.4","0.3","11.5","0.3","13.3","0.3","5.9","0.2","8.0","0.2","57256","535","89827","999","38.4","(X)","(X)","(X)","(X)","(X)","339462","2999","3.7","0.2","2.6","0.2","7.1","0.3","9.0","0.3","12.7","0.3","17.2","0.4","13.3","0.4","16.5","0.4","7.6","0.3","10.3","0.3","71519","834","106377","1271","(X)","(X)","39.2","(X)","(X)","(X)","249690","2659","1.9","0.2","1.4","0.2","4.8","0.3","7.0","0.3","11.1","0.4","16.8","0.5","14.6","0.4","19.8","0.5","9.5","0.4","13.3","0.4","85918","1013","124404","1593","(X)","(X)","(X)","(X)","(X)","(X)","204129","2635","10.8","0.5","7.6","0.4","16.3","0.6","12.4","0.4","14.4","0.5","16.8","0.5","8.0","0.5","7.3","0.4","2.6","0.2","3.6","0.2","37506","681","59306","1301","(X)","(X)","(X)","(X)","35.5","(X)"
"0500000US12101","Pasco County, Florida","195818","1200","6.5","0.4","5.4","0.4","12.4","0.4","11.7","0.5","15.6","0.5","18.8","0.6","11.5","0.4","11.3","0.5","3.7","0.3","3.1","0.2","48289","813","64975","813","34.5","(X)","(X)","(X)","(X)","(X)","129246","1570","4.4","0.4","2.5","0.3","8.8","0.6","10.6","0.6","15.6","0.7","20.7","0.7","14.2","0.6","14.4","0.7","4.9","0.4","4.1","0.3","58751","1066","76028","1226","(X)","(X)","34.4","(X)","(X)","(X)","96923","1634","2.1","0.3","1.5","0.3","6.6","0.5","9.2","0.6","14.6","0.7","21.1","0.8","16.1","0.7","17.6","0.9","6.0","0.5","5.1","0.4","68289","1395","85332","1309","(X)","(X)","(X)","(X)","(X)","(X)","66572","1263","12.5","0.9","11.1","0.7","20.7","0.9","14.1","0.9","15.6","1.0","14.4","0.8","5.3","0.5","4.3","0.6","1.2","0.3","0.9","0.3","28406","868","40184","1330","(X)","(X)","(X)","(X)","32.6","(X)"
"0500000US12103","Pinellas County, Florida","406871","2317","7.3","0.3","5.4","0.2","12.1","0.4","11.4","0.3","14.7","0.4","17.6","0.4","11.4","0.3","11.5","0.3","4.3","0.2","4.4","0.2","48968","679","70726","781","36.5","(X)","(X)","(X)","(X)","(X)","225686","2404","4.2","0.3","2.5","0.2","7.5","0.4","9.5","0.4","14.2","0.5","19.2","0.5","14.5","0.5","15.7","0.5","6.2","0.3","6.7","0.3","64876","1158","88790","1263","(X)","(X)","36.8","(X)","(X)","(X)","166271","2494","1.9","0.2","1.3","0.2","5.0","0.4","7.7","0.5","12.2","0.6","19.8","0.6","16.5","0.7","18.8","0.7","8.1","0.4","8.6","0.4","77457","1008","102790","1418","(X)","(X)","(X)","(X)","(X)","(X)","181185","2430","11.7","0.5","9.3","0.5","18.2","0.7","14.3","0.5","15.5","0.5","15.1","0.6","7.1","0.4","5.7","0.3","1.5","0.2","1.5","0.1","32114","507","46079","844","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US12105","Polk County, Florida","226604","1974","7.0","0.4","5.4","0.3","12.4","0.5","12.3","0.4","16.5","0.6","19.5","0.6","11.8","0.5","9.9","0.4","2.8","0.3","2.4","0.2","45988","753","60529","699","40.7","(X)","(X)","(X)","(X)","(X)","155940","1966","5.1","0.4","3.2","0.3","10.0","0.5","11.1","0.6","16.6","0.6","21.3","0.7","13.8","0.6","12.4","0.6","3.5","0.4","3.1","0.3","53542","913","68513","1110","(X)","(X)","41.5","(X)","(X)","(X)","114167","1735","2.4","0.3","1.7","0.3","7.0","0.6","9.3","0.5","15.8","0.7","23.1","0.9","16.8","0.8","15.3","0.7","4.5","0.5","4.0","0.4","63581","1171","79002","1372","(X)","(X)","(X)","(X)","(X)","(X)","70664","1727","13.1","0.8","10.8","0.8","19.1","1.0","15.7","1.0","15.9","1.0","14.5","0.9","5.3","0.5","3.7","0.5","1.0","0.3","0.9","0.2","29230","868","39249","1052","(X)","(X)","(X)","(X)","37.2","(X)"
"0500000US12107","Putnam County, Florida","27951","622","13.0","1.6","9.2","1.4","16.3","1.4","13.7","1.5","15.3","1.4","15.8","1.6","7.9","1.1","5.9","1.0","1.6","0.5","1.3","0.4","33619","1120","45743","1536","36.3","(X)","(X)","(X)","(X)","(X)","17148","647","9.1","1.7","5.5","1.4","14.1","1.8","12.9","1.6","16.6","1.9","19.3","2.4","10.7","1.4","7.6","1.2","2.4","0.8","1.8","0.7","41419","2103","54435","2309","(X)","(X)","39.2","(X)","(X)","(X)","11985","552","3.9","1.2","4.2","1.6","10.8","1.9","11.3","1.7","17.4","2.4","22.9","2.9","14.1","1.9","9.7","1.6","3.1","1.2","2.6","1.0","52344","3289","64629","3066","(X)","(X)","(X)","(X)","(X)","(X)","10803","564","21.5","2.6","15.2","2.6","20.4","2.7","14.1","2.3","12.1","2.2","10.5","2.1","2.9","1.1","2.8","1.4","0.1","0.1","0.4","0.3","21098","1670","29864","2213","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US12109","St. Johns County, Florida","83744","934","4.9","0.6","2.9","0.5","6.2","0.7","8.3","0.8","11.6","0.9","16.9","1.2","12.5","1.0","16.9","1.2","9.4","0.9","10.3","0.7","73640","2446","103074","2455","36.9","(X)","(X)","(X)","(X)","(X)","60085","1020","2.8","0.6","1.8","0.4","4.1","0.7","5.3","0.7","10.2","1.1","16.5","1.4","14.1","1.2","20.4","1.4","11.9","1.1","12.8","0.9","90682","3596","119656","3193","(X)","(X)","36.3","(X)","(X)","(X)","50098","1088","1.4","0.4","1.2","0.3","2.0","0.4","4.1","0.7","8.9","1.0","16.1","1.6","15.3","1.4","22.6","1.6","13.7","1.3","14.8","1.1","102658","3833","131359","3511","(X)","(X)","(X)","(X)","(X)","(X)","23659","956","10.9","1.8","6.2","1.2","12.2","1.6","16.5","2.2","15.2","1.9","17.3","1.7","8.3","1.3","7.2","1.4","3.0","0.9","3.4","1.2","40052","3404","58123","3505","(X)","(X)","(X)","(X)","37.4","(X)"
"0500000US12111","St. Lucie County, Florida","110043","1570","7.5","0.6","5.5","0.7","12.4","0.9","12.0","0.9","15.2","1.1","19.4","1.3","12.7","1.0","9.5","0.9","2.9","0.4","2.9","0.4","47132","1477","62766","1697","34.6","(X)","(X)","(X)","(X)","(X)","74384","1754","4.9","0.5","3.3","0.6","8.7","0.9","10.7","1.1","16.6","1.2","21.6","1.5","15.5","1.4","11.3","1.1","3.6","0.6","3.8","0.6","55618","1487","71982","2208","(X)","(X)","34.4","(X)","(X)","(X)","55652","1659","2.4","0.5","2.0","0.6","5.7","0.9","9.3","1.1","16.5","1.4","23.3","1.9","18.4","1.9","13.8","1.5","4.5","0.8","4.0","0.7","63872","2332","80478","2765","(X)","(X)","(X)","(X)","(X)","(X)","35659","1468","14.0","1.8","10.5","1.6","20.5","1.8","14.8","1.8","12.6","1.6","14.4","1.8","6.1","1.0","4.9","1.1","1.1","0.3","0.9","0.3","28405","2098","40888","2226","(X)","(X)","(X)","(X)","34.1","(X)"
"0500000US12113","Santa Rosa County, Florida","60607","808","5.1","0.8","3.4","0.5","8.9","0.9","8.2","0.9","12.7","1.1","20.9","1.5","15.2","1.1","15.6","1.2","5.8","0.7","4.0","0.6","62731","1578","78135","1852","27.7","(X)","(X)","(X)","(X)","(X)","44717","1046","3.5","0.9","1.8","0.5","6.8","1.0","7.1","0.9","12.6","1.3","22.0","1.7","16.9","1.4","18.2","1.4","6.3","0.8","5.0","0.8","69748","1653","86265","2373","(X)","(X)","26.3","(X)","(X)","(X)","35184","928","1.0","0.3","0.9","0.3","3.6","0.7","5.2","1.0","12.3","1.4","22.7","2.0","18.9","1.7","21.8","1.7","7.6","1.0","5.9","0.9","81158","2061","96934","2945","(X)","(X)","(X)","(X)","(X)","(X)","15890","835","11.4","2.4","8.7","1.8","17.0","2.6","12.3","2.1","13.6","1.9","17.9","2.4","7.8","1.9","6.1","1.6","4.1","1.5","1.0","0.6","35545","3108","49719","3156","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US12115","Sarasota County, Florida","177998","1573","5.1","0.3","4.2","0.4","10.2","0.6","10.9","0.5","14.7","0.6","19.2","0.7","12.1","0.6","12.3","0.6","5.1","0.4","6.3","0.4","55236","1026","80850","1649","44.0","(X)","(X)","(X)","(X)","(X)","108183","1524","2.7","0.4","1.7","0.3","5.9","0.6","8.3","0.6","14.3","0.8","21.2","0.9","14.0","0.7","16.0","0.8","7.1","0.5","8.8","0.6","69898","1258","99147","2338","(X)","(X)","43.9","(X)","(X)","(X)","87701","1427","1.8","0.3","0.9","0.2","4.9","0.7","6.8","0.6","13.1","0.8","21.0","1.0","15.3","0.8","17.7","1.0","8.2","0.6","10.4","0.8","77228","1792","108163","2810","(X)","(X)","(X)","(X)","(X)","(X)","69815","1606","9.5","0.7","8.2","0.8","17.4","1.1","15.4","1.0","15.9","1.0","16.3","1.0","7.5","0.7","6.0","0.7","1.7","0.3","2.1","0.4","34623","1039","50072","1453","(X)","(X)","(X)","(X)","43.3","(X)"
"0500000US12117","Seminole County, Florida","161371","1498","6.2","0.5","3.4","0.4","8.6","0.6","9.6","0.6","13.5","0.6","18.5","0.6","13.1","0.6","14.5","0.6","6.6","0.5","6.0","0.3","60739","1116","81882","1361","42.1","(X)","(X)","(X)","(X)","(X)","106445","1710","3.8","0.5","1.8","0.3","6.0","0.6","7.9","0.7","12.1","0.8","18.3","0.8","14.8","0.7","18.1","0.8","8.8","0.7","8.4","0.4","75048","2074","97424","1793","(X)","(X)","40.3","(X)","(X)","(X)","81737","1536","2.2","0.5","1.1","0.3","4.3","0.6","5.9","0.7","9.8","0.8","17.2","0.9","16.6","0.9","21.4","0.9","10.9","0.8","10.6","0.6","89037","2055","111041","2129","(X)","(X)","(X)","(X)","(X)","(X)","54926","1578","11.6","1.1","6.7","0.9","14.3","1.2","13.9","1.0","16.8","1.3","18.4","1.2","8.6","1.1","6.7","0.8","2.0","0.5","1.1","0.3","37689","1244","48818","1802","(X)","(X)","(X)","(X)","44.2","(X)"
"0500000US12119","Sumter County, Florida","52360","955","5.6","0.8","4.4","0.7","9.2","1.0","10.6","1.1","16.0","1.4","21.3","1.6","13.6","1.3","12.0","1.4","3.7","0.9","3.5","0.9","54771","2856","70473","2784","33.1","(X)","(X)","(X)","(X)","(X)","35920","1178","2.5","0.6","2.1","0.6","5.6","1.0","8.9","1.2","15.5","1.5","24.7","1.9","16.5","1.7","15.5","2.0","4.5","1.0","4.3","1.2","65452","2838","80956","3424","(X)","(X)","34.4","(X)","(X)","(X)","32997","1129","2.1","0.6","1.5","0.5","4.5","1.0","8.0","1.3","15.7","1.7","25.3","2.1","17.1","1.8","16.4","2.1","4.8","1.1","4.7","1.3","68182","2486","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16440","1075","12.9","2.0","9.3","1.8","17.6","2.6","14.6","2.4","16.7","2.8","13.8","2.1","7.2","1.6","4.2","1.2","2.0","1.6","1.8","0.8","32366","2114","46959","4299","(X)","(X)","(X)","(X)","30.0","(X)"
"0500000US12121","Suwannee County, Florida","15291","482","8.7","2.1","7.8","2.3","13.3","2.2","12.6","2.4","15.6","2.2","20.4","2.9","11.4","2.0","5.7","1.3","2.3","1.0","2.3","0.9","40600","3543","57508","6286","40.2","(X)","(X)","(X)","(X)","(X)","10930","475","5.0","1.9","5.8","3.1","12.3","2.8","12.4","2.8","16.0","2.8","23.2","3.7","13.5","2.8","5.9","1.6","2.6","1.2","3.2","1.2","48666","5000","65709","8553","(X)","(X)","37.2","(X)","(X)","(X)","7832","528","2.3","1.1","2.2","1.1","10.4","3.0","10.1","2.3","15.7","3.1","27.1","4.0","17.1","3.6","7.3","2.2","3.6","1.6","4.2","1.7","60089","4189","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4361","463","19.3","5.4","12.7","4.0","17.5","4.7","14.7","4.3","13.0","4.2","13.0","4.1","3.8","1.7","5.1","3.1","0.9","1.3","0.0","0.9","25301","4741","33949","4153","(X)","(X)","(X)","(X)","47.5","(X)"
"0500000US12123","Taylor County, Florida","7406","404","7.3","2.4","6.9","2.5","16.8","3.6","15.9","4.2","17.0","4.2","15.7","3.2","9.4","2.4","8.7","2.6","1.0","1.0","1.3","1.0","37188","4545","49783","4082","36.5","(X)","(X)","(X)","(X)","(X)","5221","392","5.4","2.5","4.8","2.5","11.9","3.3","16.0","4.8","17.6","4.7","19.0","4.0","12.6","3.3","10.1","2.9","1.4","1.5","1.2","1.1","46224","3163","55777","4759","(X)","(X)","34.2","(X)","(X)","(X)","3934","332","1.8","1.4","3.3","2.7","10.8","3.9","14.5","4.8","15.5","5.1","22.6","5.3","15.4","4.1","12.7","3.8","1.8","2.0","1.6","1.5","54348","6847","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2185","325","12.2","5.5","13.7","5.7","27.6","7.0","15.3","6.0","15.2","6.7","7.9","5.2","1.1","1.4","5.6","5.0","0.0","1.8","1.3","2.2","22982","4286","34477","6843","(X)","(X)","(X)","(X)","39.5","(X)"
"0500000US12125","Union County, Florida","3946","366","11.0","3.0","7.7","2.8","10.4","2.9","17.9","3.6","14.2","4.0","18.2","3.6","13.4","2.6","4.6","1.7","1.8","1.3","0.9","0.7","37460","6004","49515","4038","45.1","(X)","(X)","(X)","(X)","(X)","2762","274","9.7","3.3","4.5","2.6","8.3","3.0","16.0","3.7","15.1","4.1","21.2","4.5","18.2","4.3","5.2","1.9","1.1","1.0","0.8","0.7","46773","4097","53754","4073","(X)","(X)","46.4","(X)","(X)","(X)","1937","234","2.1","1.4","3.0","2.8","6.6","3.3","15.8","5.0","15.0","4.7","23.8","6.2","23.9","5.7","7.1","2.7","1.6","1.4","1.1","1.0","55558","4409","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1184","204","16.5","6.4","15.5","6.3","14.8","6.4","20.4","8.3","13.6","8.7","10.6","4.7","4.3","2.7","2.2","3.3","1.1","1.5","1.1","1.5","27262","6539","35155","5728","(X)","(X)","(X)","(X)","39.7","(X)"
"0500000US12127","Volusia County, Florida","209885","1701","7.8","0.4","5.6","0.4","13.2","0.5","13.2","0.6","15.7","0.5","18.4","0.6","11.0","0.5","9.6","0.4","3.0","0.3","2.5","0.2","43838","781","60593","1292","38.3","(X)","(X)","(X)","(X)","(X)","128435","1652","4.6","0.5","2.8","0.3","9.1","0.6","11.8","0.7","16.2","0.7","21.6","0.8","13.6","0.7","12.9","0.6","4.1","0.4","3.5","0.4","55408","1075","72349","1607","(X)","(X)","38.2","(X)","(X)","(X)","94980","1610","2.2","0.4","1.4","0.3","6.5","0.6","10.5","0.7","15.3","0.8","23.1","1.0","15.8","0.9","15.6","0.8","5.2","0.5","4.3","0.5","64206","1042","81401","1801","(X)","(X)","(X)","(X)","(X)","(X)","81450","1609","14.2","1.0","10.4","0.7","19.8","1.2","16.0","1.0","14.9","0.9","13.4","0.8","5.6","0.5","3.7","0.4","1.2","0.3","0.8","0.2","27722","868","39923","1497","(X)","(X)","(X)","(X)","37.7","(X)"
"0500000US12129","Wakulla County, Florida","11075","341","6.0","2.0","3.1","1.3","9.2","2.1","10.3","2.4","15.4","2.9","22.1","3.7","17.1","3.3","12.4","2.6","2.7","1.1","1.7","0.8","57866","4026","64609","2769","36.6","(X)","(X)","(X)","(X)","(X)","7957","381","4.0","2.1","2.4","1.5","5.5","2.0","9.5","2.6","13.4","3.3","25.5","4.2","19.1","4.1","14.9","3.2","3.8","1.6","2.0","1.1","65911","1895","72324","3824","(X)","(X)","37.4","(X)","(X)","(X)","5860","450","2.1","1.5","0.8","0.7","5.0","2.3","5.3","2.2","10.2","3.2","26.4","5.7","24.3","5.1","18.0","4.3","5.2","2.2","2.7","1.5","75074","3174","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3118","416","15.0","5.3","5.5","3.0","15.0","5.2","14.0","4.7","19.7","5.6","17.7","6.5","9.4","4.5","2.8","1.9","0.3","0.5","0.6","1.0","35568","6617","41477","5036","(X)","(X)","(X)","(X)","33.3","(X)"
"0500000US12131","Walton County, Florida","25449","702","6.9","1.4","6.0","1.1","10.9","1.6","11.5","1.7","13.8","2.0","18.1","1.8","9.6","1.5","13.0","1.6","4.0","1.0","6.0","1.1","50619","1771","75113","3951","39.9","(X)","(X)","(X)","(X)","(X)","16778","627","5.4","1.5","2.2","0.8","9.1","1.6","8.9","1.8","13.2","2.1","20.7","2.1","11.2","1.7","17.0","2.1","4.7","0.9","7.7","1.5","62284","3805","88626","5074","(X)","(X)","38.0","(X)","(X)","(X)","12953","594","1.5","0.8","1.2","0.7","6.7","1.8","7.1","1.6","12.9","2.2","22.8","2.8","12.8","2.1","20.1","2.6","5.5","1.2","9.4","1.9","72774","3971","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8671","632","11.9","2.8","12.7","2.7","15.1","3.0","17.3","3.5","15.2","3.4","12.7","2.9","5.0","2.3","4.6","2.2","3.1","2.2","2.4","1.3","29628","4538","47000","5131","(X)","(X)","(X)","(X)","40.1","(X)"
"0500000US12133","Washington County, Florida","8558","293","11.1","2.4","8.5","1.7","12.4","2.0","14.9","2.1","15.4","2.0","17.0","2.3","9.4","1.9","7.6","1.6","2.3","1.0","1.3","0.7","36989","3048","51095","3163","33.2","(X)","(X)","(X)","(X)","(X)","5923","253","8.9","2.6","4.7","1.9","9.4","2.1","13.4","2.6","15.7","2.4","21.4","2.9","11.5","2.5","10.1","2.2","3.1","1.4","1.7","1.1","47753","3703","60112","4208","(X)","(X)","33.9","(X)","(X)","(X)","4299","270","3.3","1.8","3.6","1.8","9.1","2.4","11.9","2.9","16.8","3.0","21.5","3.2","14.9","3.3","13.2","2.6","4.2","1.9","1.5","1.1","54135","4285","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2635","303","19.3","4.5","16.2","4.1","20.0","4.6","16.8","4.5","14.3","3.5","6.9","3.0","4.3","1.9","1.7","1.3","0.2","0.3","0.3","0.5","22181","2056","29088","2850","(X)","(X)","(X)","(X)","30.2","(X)"
"0500000US13001","Appling County, Georgia","6702","245","11.2","2.6","8.3","2.5","14.9","2.3","12.2","2.8","15.7","3.3","16.0","2.9","9.2","2.1","9.8","2.2","1.3","0.7","1.4","1.0","37089","3056","52094","3865","44.8","(X)","(X)","(X)","(X)","(X)","4806","262","7.8","3.1","6.3","2.9","13.4","3.0","10.2","2.8","16.3","3.5","18.5","3.4","10.9","2.8","12.7","2.9","1.8","1.0","2.0","1.4","46707","3850","60769","5585","(X)","(X)","45.0","(X)","(X)","(X)","3446","287","2.6","1.7","4.2","2.3","7.4","2.5","8.4","3.2","17.1","4.1","22.9","4.3","15.2","3.7","16.9","3.9","2.6","1.4","2.8","1.9","63810","4200","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1896","234","24.9","7.1","14.9","5.2","18.2","5.5","13.5","5.7","15.1","5.9","6.0","4.2","4.7","2.3","2.6","2.6","0.0","2.0","0.1","0.1","22516","5324","27313","3538","(X)","(X)","(X)","(X)","37.6","(X)"
"0500000US13003","Atkinson County, Georgia","2835","120","9.7","2.7","8.1","2.6","19.2","3.8","19.1","4.8","11.6","3.5","14.6","3.7","9.3","2.7","4.9","2.3","1.7","1.2","1.8","1.3","33063","1483","50808","7044","36.7","(X)","(X)","(X)","(X)","(X)","1902","154","9.6","3.8","4.5","2.5","16.8","4.5","18.9","6.0","10.8","4.5","18.2","4.6","8.7","2.9","7.4","3.4","2.5","1.8","2.6","1.8","35357","7963","59220","10110","(X)","(X)","37.9","(X)","(X)","(X)","1361","160","1.7","1.6","3.7","3.1","16.5","5.3","17.6","7.1","12.8","5.3","22.3","6.3","10.7","3.4","9.8","4.7","2.2","2.1","2.8","2.2","45868","9399","N","N","(X)","(X)","(X)","(X)","(X)","(X)","933","140","16.7","6.1","15.9","5.7","23.6","7.7","17.6","8.2","10.5","4.8","7.9","4.5","7.5","5.5","0.0","3.9","0.0","3.9","0.3","0.5","21569","3082","29909","4002","(X)","(X)","(X)","(X)","32.8","(X)"
