"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H0084","025","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2009 0:00:00,"*"
"H0104","010","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Premier (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"6288"
"H0104","011","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Complete (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"34923"
"H0104","801","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 801 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"*"
"H0104","802","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 802 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"*"
"H0104","804","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 804 (PPO)","BlueCross BlueShield of Alabama",07/01/2005 0:00:00,"*"
"H0105","001","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",03/01/2008 0:00:00,"93"
"H0105","002","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",03/01/2008 0:00:00,"12"
"H0108","004","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-004 (HMO)","Humana Inc.",01/01/2010 0:00:00,"5644"
"H0108","005","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-005 (HMO)","Humana Inc.",01/01/2010 0:00:00,"1577"
"H0108","006","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-006 (HMO-POS)","Humana Inc.",01/01/2010 0:00:00,"1194"
"H0108","008","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-008 (HMO)","Humana Inc.",01/01/2010 0:00:00,"638"
"H0108","009","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-009 (HMO-POS)","Humana Inc.",01/01/2010 0:00:00,"1201"
"H0108","010","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-010 (HMO-POS)","Humana Inc.",01/01/2010 0:00:00,"1701"
"H0108","011","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-011 (HMO)","Humana Inc.",01/01/2010 0:00:00,"688"
"H0108","012","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-012 (HMO-POS)","Humana Inc.",01/01/2010 0:00:00,"107"
"H0108","013","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-013 (HMO)","Humana Inc.",01/01/2010 0:00:00,"528"
"H0108","014","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-014 (HMO-POS)","Humana Inc.",01/01/2010 0:00:00,"215"
"H0108","801","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",01/01/2010 0:00:00,"*"
"H0108","802","Local CCP","HMO","No","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",01/01/2010 0:00:00,"*"
"H0108","803","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored Non-CY (HMO)","Humana Inc.",01/01/2010 0:00:00,"*"
"H0117","005","Local CCP","HMO","Yes","WELLCARE OF OHIO, INC.","WellCare","WellCare Value (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00,"2950"
"H0117","007","Local CCP","HMO","Yes","WELLCARE OF OHIO, INC.","WellCare","WellCare Access (HMO SNP)","WellCare Health Plans, Inc.",01/01/2008 0:00:00,"1185"
"H0141","001","Local CCP","HMO","Yes","CARESOURCE MICHIGAN","CareSource","CareSource Advantage (HMO SNP)","CareSource",01/01/2008 0:00:00,"509"
"H0150","001","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage Preferred (HMO)","CIGNA",03/01/1994 0:00:00,"20068"
"H0150","007","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","TotalCare (HMO SNP)","CIGNA",03/01/1994 0:00:00,"13130"
"H0150","012","Local CCP","HMO","No","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage (HMO)","CIGNA",03/01/1994 0:00:00,"803"
"H0150","023","Local CCP","HMOPOS","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage Premier (HMO-POS)","CIGNA",03/01/1994 0:00:00,"2658"
"H0150","802","Local CCP","HMO","No","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","Retiree Advantage (HMO)","CIGNA",03/01/1994 0:00:00,"*"
"H0150","804","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","Retiree Advantage Preferred (HMO)","CIGNA",03/01/1994 0:00:00,"729"
"H0151","001","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"25883"
"H0151","015","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"8173"
"H0151","025","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"1826"
"H0151","801","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"232"
"H0151","804","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"*"
"H0151","805","Local CCP","HMO","No","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",02/01/1995 0:00:00,"*"
"H0154","001","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx (HMO)","UAB Health System",05/01/1998 0:00:00,"18058"
"H0154","008","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Select (HMO)","UAB Health System",05/01/1998 0:00:00,"1080"
"H0154","011","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Premier (HMO)","UAB Health System",05/01/1998 0:00:00,"4321"
"H0154","012","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Extra Value (HMO SNP)","UAB Health System",05/01/1998 0:00:00,"13987"
"H0154","801","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Group Plan (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0154","802","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Select Group Plan (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0154","803","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Group Plan (not CY) (HMO)","UAB Health System",05/01/1998 0:00:00,"*"
"H0216","001","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways","PACE Iowa (PACE)","Immanuel Pathways",01/01/2012 0:00:00,"13"
"H0216","002","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways","PACE Iowa (PACE)","Immanuel Pathways",01/01/2012 0:00:00,"*"
"H0248","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H0248-001 (PPO)","Humana Inc.",01/01/2009 0:00:00,"3636"
"H0248","002","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H0248-002 (PPO)","Humana Inc.",01/01/2009 0:00:00,"1729"
"H0251","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2007 0:00:00,"25732"
"H0294","001","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Silver Rx (PPO SNP)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"38"
"H0294","002","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"48"
"H0294","004","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"19"
"H0294","005","Local CCP","Local PPO","No","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage Only (PPO)","UnitedHealth Group, Inc.",01/01/2012 0:00:00,"*"
"H0302","001","Local CCP","HMO","Yes","BANNER MEDISUN, INC.","Banner MediSun","MediSunONE Plus (HMO)","Banner Health",08/01/1999 0:00:00,"19053"
"H0302","006","Local CCP","HMO","Yes","BANNER MEDISUN, INC.","Banner MediSun","MediSunONE Classic (HMO)","Banner Health",08/01/1999 0:00:00,"457"
"H0302","007","Local CCP","HMO","Yes","BANNER MEDISUN, INC.","Banner MediSun","MediSunONE Premier (HMO)","Banner Health",08/01/1999 0:00:00,"3632"
"H0303","013","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"11315"
"H0303","015","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"54839"
"H0303","034","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Dual Complete LP (HMO SNP)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"1324"
"H0303","801","Local CCP","HMO","No","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"716"
"H0303","804","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"24896"
"H0303","805","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",04/01/1986 0:00:00,"57"
"H0307","008","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",04/01/1988 0:00:00,"8485"
"H0307","009","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",04/01/1988 0:00:00,"6115"
"H0307","011","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO)","Humana Inc.",04/01/1988 0:00:00,"3757"
"H0307","012","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",04/01/1988 0:00:00,"1325"
"H0307","013","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",04/01/1988 0:00:00,"1533"
"H0307","801","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",04/01/1988 0:00:00,"38"
"H0307","802","Local CCP","HMO","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",04/01/1988 0:00:00,"*"
"H0307","803","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored Non-CY (HMO)","Humana Inc.",04/01/1988 0:00:00,"*"
"H0316","002","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",09/01/2004 0:00:00,"19542"
"H0316","014","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",09/01/2004 0:00:00,"6165"
"H0316","801","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",09/01/2004 0:00:00,"*"
"H0316","804","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",09/01/2004 0:00:00,"*"
"H0316","806","Local CCP","HMO","No","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",09/01/2004 0:00:00,"*"
"H0317","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",01/01/2005 0:00:00,"1767"
"H0317","002","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",01/01/2005 0:00:00,"2377"
"H0317","004","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",01/01/2005 0:00:00,"1511"
"H0317","006","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",01/01/2005 0:00:00,"1937"
"H0317","007","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",01/01/2005 0:00:00,"2172"
"H0318","002","Local CCP","HMO","Yes","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Select Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00,"987"
"H0318","801","Local CCP","HMO","No","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00,"127"
"H0318","802","Local CCP","HMO","Yes","AETNA HEALTH INC.","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",07/01/2005 0:00:00,"198"
"H0319","001","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (PPO SNP)","UnitedHealth Group, Inc.",01/01/2005 0:00:00,"1082"
"H0320","005","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Desert Canyon Community Care","Desert Canyon Community Care-Plus (HMO)","Arcadian Management Services Inc.",07/01/2005 0:00:00,"4299"
"H0320","006","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Desert Canyon Community Care","Desert Canyon Community Care-Plus (HMO)","Arcadian Management Services Inc.",07/01/2005 0:00:00,"696"
"H0321","002","Local CCP","HMO","Yes","ARIZONA PHYSICIANS IPA, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",09/01/2005 0:00:00,"25081"
"H0332","001","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential (HMO)","KS Plan Administrators, LLC",01/01/2008 0:00:00,"3650"
"H0332","002","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx (HMO)","KS Plan Administrators, LLC",01/01/2008 0:00:00,"12956"
"H0332","003","Local CCP","HMOPOS","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential + Choice (HMO-POS)","KS Plan Administrators, LLC",01/01/2008 0:00:00,"1649"
"H0332","004","Local CCP","HMOPOS","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx + Choice (HMO-POS)","KS Plan Administrators, LLC",01/01/2008 0:00:00,"1335"
"H0332","801","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","KS Plan Administrators, LLC",01/01/2008 0:00:00,"*"
