"BusinessYear","StateCode","IssuerId","SourceName","ImportDate","ServiceAreaId","ServiceAreaName","CoverEntireState","County","PartialCounty","ZipCodes","PartialCountyJustification","MarketCoverage","DentalOnlyPlan"
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01101","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01103","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01109","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01113","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01115","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01117","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01121","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01123","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01125","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01127","No",,,,
"2019","AL","18239","HIOS","2018-07-16 02:09:42","ALS001","AL PPO Exchange","No","01133","No",,,,
"2019","AL","18756","HIOS","2018-06-19 02:20:32","ALS001","MetLife Preferred Dental Program","Yes",,,,,,
"2019","AL","44580","HIOS","2018-06-20 10:40:52","ALS001","Dental","Yes",,,,,,
"2019","AL","46944","HIOS","2018-08-23 03:20:26","ALS001","State","Yes",,,,,,
"2019","AL","46944","HIOS","2018-08-23 03:20:26","ALS002","State Dental","Yes",,,,,,
"2019","AL","60075","HIOS","2018-06-14 02:20:22","ALS001","ALABAMA","Yes",,,,,,
"2019","AL","73301","HIOS","2019-01-17 03:20:34","ALS001","Bright Health Service Area","No","01073","No",,,,
"2019","AL","73301","HIOS","2019-01-17 03:20:34","ALS001","Bright Health Service Area","No","01117","No",,,,
"2019","AL","73301","HIOS","2019-01-17 03:20:34","ALS001","Bright Health Service Area","No","01127","No",,,,
"2019","AL","82285","HIOS","2018-08-21 03:20:34","ALS001","PPO","Yes",,,,,,
"2019","AZ","12303","HIOS","2018-05-30 14:40:17","AZS001","AZ State Wide","Yes",,,,,,
"2019","AZ","13877","HIOS","2019-01-17 03:20:34","AZS001","Oscar AZ 2019 Service Area","No","04013","No",,,,
"2019","AZ","17100","HIOS","2018-06-01 13:41:17","AZS001","MetLife Preferred Dental Program","Yes",,,,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04003","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04005","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04007","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04009","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04011","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04012","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04013","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04015","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04019","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04021","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04023","No",,,,
"2019","AZ","17454","HIOS","2018-05-17 02:20:20","AZS001","GLIC Group PPO Off Exchange","No","04025","No",,,,
"2019","AZ","24106","HIOS","2018-05-30 14:40:17","AZS001","ARIZONA","Yes",,,,,,
"2019","AZ","30045","HIOS","2018-07-17 02:09:48","AZS001","Arizona","Yes",,,,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04003","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04005","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04007","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04009","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04011","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04012","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04013","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04015","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04019","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04021","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04023","No",,,,
"2019","AZ","33851","HIOS","2018-06-07 02:20:20","AZS001","Premier Access Dental Individual PPO On & Off AZ","No","04025","No",,,,
"2019","AZ","53613","HIOS","2018-08-15 02:21:10","AZS001","Arizona","Yes",,,,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS001","Pinal County","No","04021","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS002","Gila County","No","04007","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS003","La Paz County","No","04012","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS004","Yavapai County","No","04025","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS005","Yuma County","No","04027","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS006","Coconino County","No","04005","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS007","Mohave County","No","04015","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS008","Santa Cruz County","No","04023","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS009","Northeast","No","04001","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS009","Northeast","No","04017","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS010","Southeast","No","04003","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS010","Southeast","No","04009","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS010","Southeast","No","04011","No",,,,
"2019","AZ","53901","HIOS","2018-08-18 03:21:16","AZS011","Pima County","No","04019","No",,,,
"2019","AZ","58292","HIOS","2018-05-24 02:20:18","AZS001","Dentegra PPO","Yes",,,,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04003","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04007","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04009","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04011","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04013","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04019","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04021","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04023","No",,,,
"2019","AZ","58669","HIOS","2018-07-16 02:09:42","AZS001","AZ PPO Exchange","No","04025","No",,,,
"2019","AZ","59748","HIOS","2018-05-19 05:40:31","AZS001","Service Area One","Yes",,,,,,
"2019","AZ","66105","HIOS","2018-06-19 02:20:32","AZS001","Dental","Yes",,,,,,
"2019","AZ","77352","HIOS","2018-06-12 02:20:28","AZS001","BEST Life Arizona","Yes",,,,,,
"2019","AZ","86830","HIOS","2018-07-03 02:20:19","AZS001","Cigna Health and Life Insurance Company Statewide PPO - Dental","Yes",,,,,,
"2019","AZ","87247","HIOS","2019-01-17 03:20:34","AZS001","Bright Health Maricopa County","No","04013","No",,,,
"2019","AZ","87247","HIOS","2019-01-17 03:20:34","AZS002","Bright Health Pima County","No","04019","No",,,,
"2019","AZ","91450","HIOS","2018-08-10 02:20:21","AZS001","HNAZ HMO.3 CommunityCare IFP Pima County","No","04019","No",,,,
"2019","AZ","91450","HIOS","2018-08-10 02:20:21","AZS002","HNAZ HMO.4 Maricopa County","No","04013","No",,,,
"2019","AZ","97667","HIOS","2018-08-14 02:20:21","AZS001","Cigna HealthCare of Arizona Inc - HMO","No","04013","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12001","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12003","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12007","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12009","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12011","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12015","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12017","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12019","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12021","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12023","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12027","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12031","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12035","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12043","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12049","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12051","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12053","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12055","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12057","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12061","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12069","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12071","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12081","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12083","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12085","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12086","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12089","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12093","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12095","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12097","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12099","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12101","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12103","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12105","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12107","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12115","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12117","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12109","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12111","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12119","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12125","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS001","GLIC Individual DHMO On and Off Exchange","No","12127","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12001","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12003","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12005","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12007","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12009","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12011","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12013","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12015","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12017","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12019","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12021","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12023","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12027","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12029","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12031","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12033","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12035","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12041","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12043","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12047","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12049","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12051","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12053","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12055","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12057","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12059","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12061","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12063","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12067","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12069","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12071","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12075","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12077","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12081","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12083","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12085","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12086","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12089","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12091","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12093","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12095","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12097","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12099","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12101","No",,,,
"2019","FL","15833","HIOS","2018-08-21 03:20:34","FLS002","GLIC Individual PPO On and Off Exchange","No","12103","No",,,,
