"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H0084","014","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Silver Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"80"
"H0084","015","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"290"
"H0084","016","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Dual Advantage (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"64"
"H0084","017","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"19"
"H0084","018","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Silver Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"142"
"H0084","019","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"162"
"H0084","021","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"56"
"H0084","022","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Silver Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"76"
"H0084","023","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"99"
"H0084","025","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",1/1/2009 0:00:00,"*"
"H0104","010","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Premier (PPO)","BlueCross BlueShield of Alabama",7/1/2005 0:00:00,"6206"
"H0104","011","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Complete (PPO)","BlueCross BlueShield of Alabama",7/1/2005 0:00:00,"35725"
"H0104","801","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 801 (PPO)","BlueCross BlueShield of Alabama",7/1/2005 0:00:00,"*"
"H0104","802","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 802 (PPO)","BlueCross BlueShield of Alabama",7/1/2005 0:00:00,"*"
"H0104","804","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF ALABAMA","Blue Cross and Blue Shield of Alabama","Blue Advantage Employer Group Plan 804 (PPO)","BlueCross BlueShield of Alabama",7/1/2005 0:00:00,"*"
"H0105","001","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",3/1/2008 0:00:00,"100"
"H0105","002","National PACE","National PACE","Yes","THE METHODIST OAKS","The Methodist Oaks d.b.a. The Oaks PACE","The Methodist Oaks d.b.a. The Oaks PACE (PACE)","The Methodist Oaks",3/1/2008 0:00:00,"14"
"H0108","004","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-004 (HMO)","Humana Inc.",1/1/2010 0:00:00,"5886"
"H0108","005","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-005 (HMO)","Humana Inc.",1/1/2010 0:00:00,"1736"
"H0108","006","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-006 (HMO-POS)","Humana Inc.",1/1/2010 0:00:00,"1253"
"H0108","008","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-008 (HMO)","Humana Inc.",1/1/2010 0:00:00,"692"
"H0108","009","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-009 (HMO-POS)","Humana Inc.",1/1/2010 0:00:00,"1223"
"H0108","010","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-010 (HMO-POS)","Humana Inc.",1/1/2010 0:00:00,"1746"
"H0108","011","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-011 (HMO)","Humana Inc.",1/1/2010 0:00:00,"706"
"H0108","012","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-012 (HMO-POS)","Humana Inc.",1/1/2010 0:00:00,"113"
"H0108","013","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-013 (HMO)","Humana Inc.",1/1/2010 0:00:00,"615"
"H0108","014","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Gold Plus H0108-014 (HMO-POS)","Humana Inc.",1/1/2010 0:00:00,"241"
"H0108","801","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",1/1/2010 0:00:00,"*"
"H0108","802","Local CCP","HMO","No","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",1/1/2010 0:00:00,"*"
"H0108","803","Local CCP","HMO","Yes","HUMANA HEALTH PLAN OF CALIFORNIA, INC.","Humana Health Plan of California, Inc.","Humana Employer Sponsored Non-CY (HMO)","Humana Inc.",1/1/2010 0:00:00,"*"
"H0117","005","Local CCP","HMO","Yes","WELLCARE OF OHIO, INC.","WellCare","WellCare Value (HMO)","WellCare Health Plans, Inc.",1/1/2008 0:00:00,"3524"
"H0117","007","Local CCP","HMO","Yes","WELLCARE OF OHIO, INC.","WellCare","WellCare Access (HMO SNP)","WellCare Health Plans, Inc.",1/1/2008 0:00:00,"1971"
"H0141","001","Local CCP","HMO","Yes","MCLAREN HEALTH PLAN, INC.","CareSource","CareSource Advantage (HMO SNP)","McLaren Health Care Corporation",1/1/2008 0:00:00,"563"
"H0150","001","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage Preferred (HMO)","CIGNA",3/1/1994 0:00:00,"20742"
"H0150","007","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","TotalCare (HMO SNP)","CIGNA",3/1/1994 0:00:00,"13758"
"H0150","012","Local CCP","HMO","No","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage (HMO)","CIGNA",3/1/1994 0:00:00,"747"
"H0150","023","Local CCP","HMOPOS","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","HealthyAdvantage Premier (HMO-POS)","CIGNA",3/1/1994 0:00:00,"2986"
"H0150","802","Local CCP","HMO","No","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","Retiree Advantage (HMO)","CIGNA",3/1/1994 0:00:00,"*"
"H0150","804","Local CCP","HMO","Yes","HEALTHSPRING OF ALABAMA, INC.","Healthspring of Alabama, Inc.","Retiree Advantage Preferred (HMO)","CIGNA",3/1/1994 0:00:00,"658"
"H0151","001","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"25624"
"H0151","015","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"8202"
"H0151","025","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","AARP MedicareComplete Plan 2 (HMO)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"2274"
"H0151","801","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"218"
"H0151","804","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"*"
"H0151","805","Local CCP","HMO","No","UNITEDHEALTHCARE OF ALABAMA, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",2/1/1995 0:00:00,"*"
"H0154","001","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx (HMO)","UAB Health System",5/1/1998 0:00:00,"18247"
"H0154","008","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Select (HMO)","UAB Health System",5/1/1998 0:00:00,"1033"
"H0154","011","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Premier (HMO)","UAB Health System",5/1/1998 0:00:00,"4222"
"H0154","012","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Extra Value (HMO SNP)","UAB Health System",5/1/1998 0:00:00,"15301"
"H0154","801","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Group Plan (HMO)","UAB Health System",5/1/1998 0:00:00,"*"
"H0154","802","Local CCP","HMO","No","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Select Group Plan (HMO)","UAB Health System",5/1/1998 0:00:00,"*"
"H0154","803","Local CCP","HMO","Yes","VIVA HEALTH, INC.","VIVA Medicare Plus","VIVA Medicare Plus Rx Group Plan (not CY) (HMO)","UAB Health System",5/1/1998 0:00:00,"*"
"H0216","001","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways","PACE Iowa (PACE)","Immanuel",1/1/2012 0:00:00,"53"
"H0216","002","National PACE","National PACE","Yes","PACE IOWA","Immanuel Pathways","PACE Iowa (PACE)","Immanuel",1/1/2012 0:00:00,"*"
"H0248","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H0248-001 (PPO)","Humana Inc.",1/1/2009 0:00:00,"3591"
"H0248","002","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H0248-002 (PPO)","Humana Inc.",1/1/2009 0:00:00,"1807"
"H0251","002","Local CCP","HMO","Yes","UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",1/1/2007 0:00:00,"30892"
"H0294","001","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Silver Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2012 0:00:00,"48"
"H0294","002","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Gold Rx (PPO SNP)","UnitedHealth Group, Inc.",1/1/2012 0:00:00,"100"
"H0294","004","Local CCP","Local PPO","Yes","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage (PPO)","UnitedHealth Group, Inc.",1/1/2012 0:00:00,"26"
"H0294","005","Local CCP","Local PPO","No","CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY","Care Improvement Plus","Care Improvement Plus Medicare Advantage Only (PPO)","UnitedHealth Group, Inc.",1/1/2012 0:00:00,"*"
"H0302","001","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","MediSunONE Plus (HMO)","Veritage, LLC",8/1/1999 0:00:00,"18643"
"H0302","006","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","MediSunONE Classic (HMO)","Veritage, LLC",8/1/1999 0:00:00,"469"
"H0302","007","Local CCP","HMO","Yes","MEDISUN, INC.","Blue Cross Blue Shield of Arizona Advantage","MediSunONE Premier (HMO)","Veritage, LLC",8/1/1999 0:00:00,"3887"
"H0303","013","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"10653"
"H0303","015","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"54895"
"H0303","034","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Dual Complete LP (HMO SNP)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"1117"
"H0303","801","Local CCP","HMO","No","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"691"
"H0303","804","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"25441"
"H0303","805","Local CCP","HMO","Yes","PACIFICARE OF ARIZONA, INC","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",4/1/1986 0:00:00,"67"
"H0307","008","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",4/1/1988 0:00:00,"8090"
"H0307","009","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",4/1/1988 0:00:00,"6255"
"H0307","011","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO)","Humana Inc.",4/1/1988 0:00:00,"4635"
"H0307","012","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",4/1/1988 0:00:00,"1549"
"H0307","013","Local CCP","HMOPOS","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Reader's Digest Healthy Living Plan (HMO-POS)","Humana Inc.",4/1/1988 0:00:00,"1559"
"H0307","801","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",4/1/1988 0:00:00,"38"
"H0307","802","Local CCP","HMO","No","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored (HMO)","Humana Inc.",4/1/1988 0:00:00,"*"
"H0307","803","Local CCP","HMO","Yes","HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.","Humana Employer Sponsored Non-CY (HMO)","Humana Inc.",4/1/1988 0:00:00,"*"
"H0316","002","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",9/1/2004 0:00:00,"20210"
"H0316","014","Local CCP","HMOPOS","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",9/1/2004 0:00:00,"6588"
"H0316","801","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",9/1/2004 0:00:00,"*"
"H0316","804","Local CCP","HMO","Yes","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",9/1/2004 0:00:00,"*"
"H0316","806","Local CCP","HMO","No","UNITEDHEALTHCARE OF ARIZONA,  INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",9/1/2004 0:00:00,"*"
"H0317","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",1/1/2005 0:00:00,"1913"
"H0317","002","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",1/1/2005 0:00:00,"2214"
"H0317","004","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",1/1/2005 0:00:00,"1553"
"H0317","006","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",1/1/2005 0:00:00,"1907"
"H0317","007","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Reader's Digest Healthy Living Plan (PPO)","Humana Inc.",1/1/2005 0:00:00,"2278"
"H0318","002","Local CCP","HMO","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Select Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00,"1090"
"H0318","801","Local CCP","HMO","No","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",7/1/2005 0:00:00,"125"
"H0318","802","Local CCP","HMO","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",7/1/2005 0:00:00,"210"
"H0319","001","Local CCP","Local PPO","Yes","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (PPO SNP)","UnitedHealth Group, Inc.",1/1/2005 0:00:00,"1037"
"H0320","005","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Desert Canyon Community Care","Desert Canyon Community Care-Plus (HMO)","Humana Inc.",7/1/2005 0:00:00,"4172"
"H0320","006","Local CCP","HMO","Yes","ARCADIAN HEALTH PLAN, INC.","Desert Canyon Community Care","Desert Canyon Community Care-Plus (HMO)","Humana Inc.",7/1/2005 0:00:00,"697"
"H0321","002","Local CCP","HMO","Yes","ARIZONA PHYSICIANS IPA, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",9/1/2005 0:00:00,"28181"
"H0332","001","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential (HMO)","Kelsey-Seybold Medical Group, PLLC",1/1/2008 0:00:00,"3755"
"H0332","002","Local CCP","HMO","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx (HMO)","Kelsey-Seybold Medical Group, PLLC",1/1/2008 0:00:00,"13553"
"H0332","003","Local CCP","HMOPOS","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential + Choice (HMO-POS)","Kelsey-Seybold Medical Group, PLLC",1/1/2008 0:00:00,"1656"
"H0332","004","Local CCP","HMOPOS","Yes","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Rx + Choice (HMO-POS)","Kelsey-Seybold Medical Group, PLLC",1/1/2008 0:00:00,"1372"
"H0332","801","Local CCP","HMO","No","KS PLAN ADMINISTRATORS, LLC","KelseyCare Advantage","KelseyCare Advantage Essential Retiree (HMO)","Kelsey-Seybold Medical Group, PLLC",1/1/2008 0:00:00,"690"
